,02461e5d-eee8-4222-8b6d-bf141aad9440_01,0556e2d9-4c92-4293-ad66-2d7d24d5d213_01,05fbde79-00b6-4273-a0bc-d616844e0136_01,074c58a6-7304-4f34-babc-c537da15d971_01,07bec7d7-0aab-4b09-a796-bf1602bf682c_01,0b98a1b7-02d6-4b30-a411-f4e4bbd4c41e_01,0bab0c33-1df7-4078-9487-6c8309258564_01,0bd2551f-4060-43b2-bee3-956e7e09db31_01,0cc39a51-865a-44e1-9096-baf710fb3813_01,0cf24a4b-66af-454b-9e74-715cff8b73d4_01,0edeab00-e86e-484e-974f-e0f41efad22c_01,0efd3473-c23d-4788-a601-c600cbe60a32_01,11d10254-3a16-4526-98e8-80838f8427f2_01,18e7182d-16e8-4eff-96ec-56ff241810d3_01,1b1cae14-ad83-4d2a-b152-504392900e30_01,1b1e7d1d-634f-4d39-bea1-3c1d72bb2af4_01,1b67d80c-335e-4094-b973-e8c064c6bf59_01,1b6f6269-64a6-408b-9103-58128615117c_01,1d25c24e-bd3c-4023-85c1-b158f76324f1_01,1d8829fa-246d-49e9-9905-566a785155c7_01,2132f775-5d09-4b7f-b739-883b4aefb264_01,21e8b3c8-0be7-4fb1-b986-9e5403d04e26_01,22a82b1a-c799-40d9-8ff4-09b093947263_01,22a82b1a-c799-40d9-8ff4-09b093947263_05,23592bc3-17ff-44f3-9b17-c8f21d0af6b4_01,23742e7c-4c96-4253-9b6b-baf0e076b6e7_01,24718e25-4434-4054-861b-0b3e63fe506a_01,24718e25-4434-4054-861b-0b3e63fe506a_05,251b5341-405f-4f16-8334-475f2d358c25_01,27b529b8-0a7e-4a1a-9020-d33ee956c920_01,287fc873-3f50-4b7d-89eb-ebbf858ddfcf_01,29b8c1f6-8478-40db-a182-4ef15154a33d_01,2a85e0e7-7829-4637-b2c9-3beb3aeb571e_01,31356d96-f0a1-4a17-895f-89720c264377_01,320995df-9ef7-460c-aa37-e232e2d4e327_01,3290e7d0-64b4-402f-b2c4-0dc999ad3a64_01,34103b46-3d61-44a4-8b52-dcd29b5185a1_01,3713865f-b6d5-44f4-809b-8b17b696ace3_01,399cb248-9d00-41dc-af44-fa96ca9f649a_01,39a18c44-1990-4f01-a126-a6eda1d4ab1d_01,3cdbf331-991d-41cb-a694-a2aa95c4aa26_01,3f0a06d1-4c45-46b8-a06d-036c8998342c_01,43cc3c60-f0a6-4b44-bd7b-8ec4da71991f_01,43cc3c60-f0a6-4b44-bd7b-8ec4da71991f_05,43cdb4df-06db-4252-a25a-04def9d24c6d_01,43e0141d-9bea-4b26-86e0-88a11175053a_01,452a54f2-f389-4f6d-93d3-8350c48c17eb_01,46332d2c-aee8-4a8a-b781-55702082f097_01,485936b6-38dc-481a-9e35-89348b076466_01,4a380e03-667a-4d08-9a8c-e537a5900291_01,4d20edf6-0c1d-4556-b3f5-9d95ceb47c2a_01,4d215c5d-6813-44a6-ba6e-03c24da903b0_01,4e4e6280-713c-41bf-bf3a-e93c2fa44d59_01,4e7eb78e-a4e2-463e-a3a0-54e128108031_01,4efebe0b-ea06-4189-be34-5c191f69d1f6_01,526b0d88-481d-476c-ad83-548967bab58b_01,53670f27-e632-4e0e-be58-f5c6a66d967f_01,56ce11f3-4193-4314-9254-54bc514efbad_01,588cc671-b7d3-492a-843b-f2e99f1e1109_01,59f1f860-2f84-4668-ae62-8ca8fa38e47a_01,5c4f7b1b-1722-4e96-b70c-166f64b8b75e_01,5cea1082-2ad5-4233-a6e3-067566780471_01,606b2512-c27a-4904-87cb-c57eafd098f1_01,61544d30-175b-45bc-86bd-9ad45bebb840_01,626c1cb7-05f6-4db1-a809-f6fcba2cce8e_01,630c683d-d1a2-4bec-aa20-38ef59227d97_01,630c683d-d1a2-4bec-aa20-38ef59227d97_05,646116c6-167e-46c8-b43e-87d2b885c676_01,67dcde6d-e247-402e-ab27-ba2832b2cc3b_01,6939263c-8dad-469c-8905-7063460e4ab3_01,69509852-ed3e-4b5f-afc3-e7f7d88ce936_01,6a32e197-db90-4b3a-adc9-63b4c55d2cda_01,6a7dce9c-1c9d-41a2-a5ca-0a7d36e91fd7_01,6af41619-490e-4ffb-9a7b-ad9b7483b5a2_01,6d952a17-f8d7-4f4c-8b91-b050e84fbe54_01,6df1339c-39b8-45b3-b4ec-ca133ab3311a_01,6dfea807-028d-4ee3-991a-6c2607a8c8df_01,730bf0e5-50a3-4bdd-90ef-bc6d932979ce_01,79dc329e-9cde-4bd4-819c-ee3d45d813ca_01,7b394c92-c818-4d2b-9ed5-d560581190a7_01,7b411b6f-a273-4ea0-b5c8-637520f1fe5f_01,7db75a66-3e9d-40e1-93c0-23f3630d6a9c_01,8062ca27-542f-4a00-a047-c88b9b26f34f_01,8062ca27-542f-4a00-a047-c88b9b26f34f_05,814a95ad-02f8-44fe-9765-2da3183a2ef5_01,894b81b8-e98e-4ecb-b4e0-4c1c9ad97957_01,89d95f32-019c-48e7-b804-566285a8a2a6_01,8b5bb660-c3c6-4ad6-9b32-e12d458b8ad7_01,8ed15b85-5bb3-4317-a93d-67ee376a8244_01,8f734f5c-fe5c-4c81-98c9-f88a8ca4a5ee_01,8faad47d-3686-44ab-a0e3-842f64179229_01,8fb406e7-49b1-4662-860c-5a4d32b9d19c_01,905c998d-4219-46ef-9906-8e92d7416794_01,928ee84c-dd3c-48f0-a9ac-ddc8619317f4_01,97ca0157-0096-4b0c-a3e7-bab59078d2d6_01,9c947fba-e570-4a4b-9d16-9496dae1ee2e_01,9ea1db00-cae9-492c-b63a-bff816c046ed_01,9ed4368b-ac80-419e-b6ad-1c70d56ef4e7_01,a0be056d-792d-40a0-97c6-fbd4976820b3_01,a123784a-0b6b-4f9a-847f-c5a17cb922bb_01,a18378cd-06e4-44ce-9aa5-d78986bcfe32_01,a1a4313c-9c5b-432c-a879-5425898ffaee_01,a1fe45e4-587e-43fc-b53d-85b5a7c4959b_01,a22235ef-0fd3-4087-a36c-bb22704450ea_01,a30fbec8-68c1-41ed-984f-8476f1984085_01,a3a72058-5a59-45ac-b945-3dcaa566cb03_01,a4357b2b-5650-4deb-a300-9e1420e438ed_01,a4bdd4ea-3870-4e60-be7a-cdd44ce22445_01,a554973a-e5ce-4fee-ae98-ace6c4d08565_01,a789b81c-3d8f-42a6-80b9-ae2ab4df34e9_01,a9c10a1d-ef0b-4a4e-8433-522a9e04796e_01,a9d8a9e3-2a0d-4dbd-808f-646a624d2e0a_01,aac5502e-147d-4ff9-9876-d9bffacf3dd0_01,b0df5500-d608-416e-82f4-9a99206d24c8_01,b3f29a2a-5ae2-45b5-8f59-d96ca461637a_01,b8f0d793-c9ac-4964-aded-35bbd30b669b_01,bac49a26-1556-45b8-8729-a05df52623d8_01,bbbd714f-8a2b-452a-939a-d6839eb7865c_01,bd42cf82-4281-41bf-93e5-8403f1a94905_01,be3b6f94-9468-4164-9d96-abc205f53e92_01,be5254df-ebcf-4a63-9f9f-4a73b7a8d9ed_01,be64d20a-bcda-4623-912a-826e86f3225e_01,c08e6d8f-329c-49d5-afc0-ff52e978b915_01,c3515fef-c079-4be0-9005-2fc8a0bdeb39_01,c50d0ef9-1cc7-4bad-b1de-aa866276b977_01,c5a16472-ac62-422b-a799-26d17aeaa38e_01,c8744498-5d0e-4090-a6f1-c84aa6bb2bcb_01,cb342b8c-90db-43d3-83df-db6e728712bf_01,cbdd5d0c-baba-4b67-9740-9605b73adf6c_01,cbf26a55-e2d4-4c90-b7eb-b8161afa9de8_01,cf81c2f5-ac98-4423-9d80-150ce436e003_01,d0f2103b-a525-4ab4-a476-df21623e756c_01,d1e7a280-963a-48b0-b6fb-1acf7c1a435e_01,d4749ab4-c2fb-4384-8576-97dda543357f_01,d5a27462-bc30-4f5f-9572-7bea0844ce38_01,d69f7591-8917-4097-9b16-7977fa6a0dc6_01,d6b67920-f8e8-40fe-a5dd-aa0004d88a21_01,d6c4198b-6c69-40e5-a8eb-b2de3ac0b2b7_01,d7d793f6-eaea-4dd3-8237-c2c02b042340_01,d7d793f6-eaea-4dd3-8237-c2c02b042340_05,dd6e87af-ea8f-41e9-bf7d-0222d88b7873_01,dfdd5d0a-b87a-4b07-8e66-8ff396e86efd_01,e03c99f2-93cb-457f-8a77-d600f292e313_01,e089ebef-a48e-43d1-a21b-000d820453ef_01,e08bddcd-8ea5-4994-af6a-9fe9b7c93da4_01,e2e7d802-c59c-40bf-b3b5-5c3d3d4eb4fe_01,e535d430-ad45-4df6-bccc-6ed718f4237a_01,e6b32289-55a3-4852-88f3-5e483463249e_01,e9844c04-0562-4b01-a008-812365bd4c2c_01,e9d6e631-a4d9-4855-a8b3-b11e3be63cfc_01,eded94bb-625f-4615-81c7-b794c7c9da62_01,f02b66f4-3f20-443e-80c4-70139252959a_01,f18e8e44-6dca-4588-a003-77d70d6e6866_01,f5f4b937-8b81-4be5-b93e-b3224e357c15_01,fec8549c-9328-47b3-8266-f446db5b7ae9_01,ff929d39-66ca-4de0-8902-80361385acf1_01
MIMAT0000453,177.124821,78.211534,233.39806,326.844173,118.714229,64.791262,93.659063,18.637659,76.62683,8.121282,162.807816,211.1452,65.365649,62.238619,62.454322,120.362692,82.741023,115.359849,139.529851,160.885888,430.118769,117.925173,121.845987,38.839937,43.501324,319.364447,93.568391,116.940978,166.386511,306.568454,12.04669,3.74528,56.531412,32.898421,111.112422,115.253379,2.311033,76.268369,30.303054,70.219258,545.333062,334.784208,263.876677,1.473887,76.862496,12.5492,56.48872,196.589496,82.156233,71.137733,32.97757,114.9092,192.706142,105.06491,68.264462,69.719747,39.105512,100.375615,116.124011,90.652813,943.751138,164.381874,6.12096,246.057983,140.689371,150.259525,102.621947,164.755903,59.144751,34.141915,647.925155,71.394863,99.154458,85.49779,16.56453,35.250564,146.433277,192.848827,278.239343,45.833398,268.049318,192.89742,134.620423,256.050699,205.645353,8.081353,102.626647,159.969121,103.894924,158.622919,67.689445,74.818823,33.810415,219.001286,10.094612,350.60452,394.601607,115.62073,94.924272,103.253559,56.964052,221.585866,131.498866,458.018199,20.35226,368.08514,936.742578,250.890897,132.617603,58.837191,150.93959,161.014251,430.113475,165.565458,221.444978,577.22829,164.186188,22.525526,398.210913,253.466158,109.609447,296.707012,19.20363,581.655497,200.084104,57.736352,23.156225,166.886664,82.432828,53.998075,118.302137,150.095416,225.139511,47.461122,84.679825,99.532783,192.515495,156.989578,127.032782,83.769373,2.342672,537.299253,97.285316,45.960099,139.844374,210.685713,90.997616,39.899589,186.384635,306.242173,42.849845,5.56173,7.695554,231.95976,5.881143,320.327577
MIMAT0000454,74.20094,159.918555,21.870634,35.790177,21.205177,330.969789,5.621357,206.120605,16.596251,85.931952,4.586135,34.53347,296.114285,114.455763,671.243276,38.29722,56.974476,838.367652,780.235359,592.302492,936.883699,830.46901,1438.34994,135.095427,325.238097,78.672705,33.68462,2175.695343,12.736427,144.251881,38.817112,12.038401,300.340525,1700.422136,2.896786,176.393894,7.125684,517.466422,95.277173,365.075867,38.695251,210.559744,21.475212,70.582805,866.126457,31.972777,10.321396,36.33173,675.753523,362.569694,28.722399,256.965991,145.574399,47.890052,247.426951,127.94121,8.994267,57.710825,161.31378,200.652259,57.30908,488.374645,56.538336,478.446077,179.119959,825.923163,492.762278,270.143473,71.236566,8.213066,23.86696,14.236477,41.480089,43.413385,20.511314,15.048964,1573.739666,349.657056,19.743056,14.19839,55.595413,20.568694,15.08289,178.635662,28.788384,45.435159,366.629977,105.630405,86.693779,30.843345,469.88471,38.809764,2088.290382,591.824908,155.575795,50.136097,20.674202,126.355683,192.661112,14.209205,45.894115,69.245582,427.160585,13.995628,4.957601,97.492822,358.899109,434.612061,154.159549,23.055326,169.018704,1207.059215,91.030688,809.539967,13.884249,112.090096,597.002702,16.630995,180.308582,39.936219,98.600637,0.522832,70.321861,378.761148,141.850671,257.738087,197.869334,59.75153,25.977591,172.51928,45.455015,907.05965,20.947304,841.664455,10.619912,194.274391,0.378222,9.133313,462.970384,98.625026,9.839221,609.039843,1018.407386,160.860346,148.120878,894.365039,379.290955,19.039804,382.518114,80.408825,246.386612,79.206707,8.693126,90.714965,18.053738,124.524125
MIMAT0000455,155.214375,129.988443,105.346335,74.242431,117.671352,84.495819,72.080305,142.718522,92.625016,70.238121,94.889331,84.924966,43.511473,133.971262,80.459169,142.051422,161.64107,96.707136,134.224533,117.90952,109.405211,67.997177,107.663508,154.89919,149.189109,97.367209,77.549484,65.249675,129.803156,110.247755,87.271575,134.295049,98.721109,57.029295,125.803263,90.656622,64.516334,95.57682,235.963428,118.906751,155.230946,148.953664,170.996382,113.161761,98.355527,29.481391,58.999329,144.331529,69.080315,162.81737,39.833121,120.525942,152.307505,187.650817,133.356781,44.35052,63.27272,65.336898,103.525651,80.150351,91.04749,101.925437,87.787446,125.355781,181.459212,172.109345,154.817592,53.923307,71.368,54.708513,230.881434,85.418853,69.322888,97.45862,23.680699,45.228681,100.090607,87.045427,286.503877,36.616898,148.475052,81.351818,57.855265,132.336598,121.441786,144.386827,78.680428,115.025417,84.62964,132.185765,124.068756,58.314672,138.134532,57.502322,147.025064,129.170087,181.657324,66.873482,150.003785,103.56932,169.508411,121.872227,50.997958,126.637856,99.152042,112.525727,86.941586,107.524671,154.49614,56.07055,93.338687,114.645069,95.464846,54.698648,107.119614,104.236648,109.24857,81.365568,131.519201,67.633918,112.002665,192.271371,66.846919,89.341083,109.747623,78.113885,146.656094,100.228373,131.115242,85.573224,156.611383,152.893803,83.789217,87.525707,136.242296,187.937678,85.28928,143.5481,90.904191,97.799712,85.58561,113.652196,174.495883,66.658442,150.974844,77.64314,91.601583,79.519177,53.205543,90.535882,138.044674,96.467247,61.56443,75.595805,77.549013,78.36432
MIMAT0000456,501.17856,227.206691,582.827344,434.214697,569.932589,283.879234,448.076565,319.052911,329.383228,357.555937,284.122024,540.541367,222.479481,377.651275,226.373467,318.492184,409.384016,315.804756,314.959014,278.244428,412.488898,250.353238,331.623338,316.0926,315.603574,323.843338,572.788273,183.885447,321.391534,299.927023,429.129859,579.180842,329.720152,262.543889,348.648844,641.624003,483.968797,333.070736,350.623635,317.352481,434.646648,785.98366,611.506685,440.364653,319.975725,257.166308,607.149126,577.326115,303.706675,286.979531,413.578909,554.887398,335.726604,272.680093,247.426949,311.913735,250.744548,293.50077,298.25247,389.696534,195.03574,277.584168,271.899465,352.5086,392.994537,319.34351,391.025004,182.67179,658.741093,558.759897,268.314878,297.478594,261.097272,305.222677,289.550372,395.771405,264.917622,163.341903,397.156818,219.28623,379.901995,387.508899,294.566592,340.40122,344.576328,274.047637,292.85778,345.584089,477.847848,363.87804,341.017713,471.118531,236.492105,160.919595,341.672948,364.531216,308.596925,417.167336,375.946988,366.597504,311.803227,373.53046,358.250121,398.423913,365.818847,299.331698,327.621341,270.006395,307.309317,286.439359,256.891613,283.326666,420.984322,280.024418,359.760214,429.440714,252.545929,318.409889,427.6731,396.463582,307.050042,300.628248,488.412303,493.628252,325.696606,276.228812,253.370762,248.32222,338.731423,181.900301,245.337985,286.453282,510.304492,159.02558,304.344327,658.709196,227.690231,308.981683,298.934936,232.738557,612.218236,274.124566,298.804897,204.538739,348.754744,329.039039,148.575753,408.095782,230.997978,344.927528,316.748008,477.733425,595.122816,235.938485,456.267212,501.316953
MIMAT0000457,3.682428,2.18468,6.344153,11.23989,1.911942,1.669878,2.357343,1.191447,2.915558,2.853423,1.965487,5.071348,1.181307,2.109784,2.813258,1.95394,2.24057,2.152236,1.768439,1.928427,1.750484,0.951009,3.083148,0.921106,2.043686,6.231502,16.767456,0.847398,5.419756,0.796971,4.818676,3.74528,2.506319,1.126107,0.413826,2.283985,3.851721,0.321807,4.186007,1.606849,2.699669,3.61538,5.637243,0.818825,2.846759,2.168427,8.508177,10.949288,4.194162,3.541709,4.491569,0.702093,0.232176,0.977348,1.649512,2.007636,2.815596,1.44277,0.547755,0.0,5.08387,3.036077,1.932935,1.163395,5.681043,1.008453,1.548176,0.702584,3.022955,9.570597,4.522161,2.337332,1.988771,3.543951,0.717597,1.308606,1.194398,0.843055,4.591409,4.649766,0.882467,7.647334,3.264208,1.124674,4.224917,1.2571,3.420888,1.015677,1.376092,2.203097,2.570486,4.001006,4.1585,0.289684,2.850243,2.785338,3.307872,2.903717,1.875048,5.367922,3.920602,0.395689,1.475147,14.447099,2.348337,1.547505,4.771184,0.398241,1.682965,1.475541,2.522669,1.825558,1.564998,4.898387,3.251375,7.496472,3.551101,5.894529,10.017145,8.695789,2.871864,0.392124,10.882057,12.763012,3.172976,1.886809,1.715276,2.088091,1.227288,1.144026,1.786443,3.434387,14.610304,2.157323,2.794714,13.600753,2.458447,2.06792,1.456798,0.412657,9.839222,3.398238,0.772106,1.466812,3.139363,0.0,0.0,1.399986,1.321878,1.82287,1.217325,4.986379,3.135225,1.193618,5.197288,3.435149
MIMAT0000458,12.336136,10.923399,8.514522,2.957867,7.300143,9.017341,9.248038,3.063724,12.484568,5.377606,9.827433,8.291254,8.466033,7.384243,8.627325,7.229577,13.123334,8.608944,15.208576,13.223498,20.880767,19.257941,8.13951,4.452009,22.772505,7.594643,7.036343,8.050284,4.335805,14.876805,9.101943,21.669121,4.037958,4.584865,21.518979,7.203336,12.903267,30.249903,2.548004,9.801774,9.898786,10.267679,19.864571,36.519642,4.697153,4.890496,25.106098,3.98156,6.661316,5.869116,3.782373,18.956507,30.182888,3.909392,5.709853,6.935472,6.178671,18.137688,6.025302,16.859212,0.92434,7.807055,3.06048,16.287527,16.040593,6.72302,5.750368,13.173446,4.468715,7.194917,4.773391,3.187272,2.272881,8.859875,4.78398,5.888725,16.960461,11.80277,12.855943,2.906104,21.620439,6.72438,4.389797,10.871846,7.663801,4.669227,10.113931,13.2038,14.10494,11.015481,8.739649,5.601409,7.412979,9.414737,4.275366,4.874344,1.929592,7.127306,18.984854,4.736401,13.837422,13.057739,12.644121,8.803703,4.43575,26.970803,7.421842,16.858807,10.770972,7.74659,8.40889,17.16025,3.390828,5.714784,3.427125,6.782521,11.488855,8.210238,12.845514,5.797193,4.307796,19.998313,4.572293,3.753827,5.039432,6.037788,5.145827,5.782407,14.727453,4.804913,7.741248,7.759171,19.715111,9.862052,4.751014,13.13709,17.77648,8.616333,19.812452,4.539227,10.307756,15.103281,12.739744,4.563414,5.707933,14.689244,11.475362,11.619881,13.714472,13.975338,1.46079,7.287783,14.963576,11.93618,4.239894,9.876052
MIMAT0000459,18.964507,10.267994,13.523063,17.747195,11.297841,6.345536,12.965388,10.808139,7.550546,11.523441,7.206785,6.359312,9.647338,12.658702,13.691188,4.494062,8.482156,14.491721,14.678045,14.600946,41.011323,7.845828,17.265626,16.579894,10.218432,16.747161,10.47966,15.67687,6.232719,4.78183,15.928401,12.305921,19.21511,8.928422,7.03505,10.190086,12.132922,13.515912,11.921021,12.694099,6.299227,9.399987,15.301089,7.369434,10.817685,13.056704,11.855656,14.433153,20.724094,25.905063,4.491569,6.318836,6.965282,9.77348,29.310578,19.528829,11.888075,4.740532,9.859585,12.989885,17.56246,19.517638,7.248505,12.797343,15.038056,8.403777,5.086864,27.927707,11.434652,13.235932,11.05417,7.436965,7.670976,9.450533,19.434918,24.69993,34.87644,16.228808,16.988212,7.971027,3.309251,18.986486,13.732185,7.497824,15.032843,7.183424,14.873426,1.777435,6.192412,13.218577,14.566084,14.203574,17.357219,27.230317,22.920708,15.319363,20.949858,20.502001,10.07838,9.157043,5.996216,16.223251,24.234568,29.571407,7.045013,14.148619,27.566846,33.186629,11.107566,17.522046,30.272008,12.048686,17.736638,15.511557,12.478249,7.853447,22.768823,9.99965,31.229917,6.119259,5.983048,10.325927,8.778802,16.892221,12.131966,4.905703,15.314964,5.943028,10.227398,19.219654,10.520157,11.193557,10.913723,21.573237,10.619912,14.218969,16.074476,7.927026,6.701271,22.283479,14.290297,12.082625,15.056062,3.748519,8.561901,6.715083,10.066107,8.119917,12.723065,31.596415,12.660182,23.589405,22.659131,6.763836,8.206244,14.169988
MIMAT0000460,684.931756,466.647587,918.06576,305.251752,443.918216,131.586374,12185.379665,465.686195,829.363939,165.60832,2132.334691,383.168565,1173.825383,249.481916,1630.376581,147.131665,414.345279,1225.483162,1189.275337,341.33153,578.909853,696.852183,2316.06035,663.195738,715.874157,397.45295,7475.890042,1628.275989,136.577852,251.843063,932.949195,3552.398343,1052.23614,12422.733951,13274.313394,161.811529,25223.286695,292.201188,653.472187,400.426523,328.459682,463.347129,1244.220148,493.752111,1020.705476,808.59288,1813.6366,256.312887,993.769695,393.129573,2735.365286,209.457706,686.776829,331.320974,1549.907792,532.206231,177.539028,323.180624,256.623108,569.067494,248.64746,588.131455,157.534168,230.061307,601.856431,343.546386,359.397981,721.02663,2014.995956,10674.540353,191.438141,211.634769,240.641337,294.147834,165.166899,337.456668,1091.441489,2343.482098,1311.306206,513.632946,378.578293,223.882311,4581.259016,592.703005,431.727512,241.901813,801.082785,246.301666,221.550766,342.581442,471.427001,1999.603098,773.481061,1900.038946,257.947042,213.426584,227.278397,287.379988,553.842102,244.714095,403.130209,2761.513858,529.999442,410.839388,155.773074,261.749432,254.463177,469.657136,194.887288,956.150434,403.626758,713.063112,169.541394,2083.936787,387.177212,195.622204,995.143766,32295.815308,2770.977578,119.486587,106.258939,7369.182598,196.882922,518.403512,333.722365,543.023582,469.618053,204.311684,260.185006,884.332914,193.13419,471.782954,1385.866591,2355.489355,111.08987,2652.765048,5838.060804,408.241834,177.146628,4237.574897,7897.693335,1251.684487,1767.349892,699.017252,680.100289,402.485252,1271.953426,13929.435974,599.305917,165.273555,329.89512,1864.33023,835.680122,551.451499,6445.73176,2782.684791
MIMAT0000461,8.653708,35.173343,4.173784,6.507305,17.555107,30.725754,15.957401,77.78457,8.970946,128.294318,53.177335,21.653854,80.722643,47.997578,44.449472,21.688732,5.921505,53.8059,72.329161,48.486158,56.140502,28.292531,44.767301,40.528629,36.202445,8.957783,10.928789,63.978577,40.919158,55.256706,7.62957,10.7008,108.189425,8.12406,8.069617,2.283984,6.355341,20.273871,49.049089,15.586426,4.499448,5.784609,8.053204,47.655677,76.720158,33.49529,10.73983,10.949288,87.583973,32.988478,5.79176,21.296817,85.672971,15.148894,63.315923,80.853004,12.748397,75.848514,75.864037,13.266266,10.16774,40.770175,43.652106,50.898519,11.027907,18.824459,31.405854,48.302638,6.703072,32.309245,30.901432,94.130726,77.562085,74.127617,14.710737,10.714209,9.55519,30.771507,11.937661,9.382562,31.106958,5.801426,9.792623,42.550153,11.299196,69.679216,93.851326,34.533016,67.428495,6.97647,41.299131,5.701435,39.596155,54.170953,60.805196,14.62303,11.164069,12.230807,30.938282,55.573782,45.894113,7.518092,49.944281,6.320607,3.131117,54.825894,7.421842,19.513737,22.551725,10.882113,62.646236,20.446254,7.042489,101.723156,31.722871,3.926723,55.355394,19.157222,9.074354,13.848849,29.675921,11.37159,1.737471,3.753827,46.848051,40.000348,37.981111,53.005388,71.18269,31.346341,36.919794,49.353407,4.928778,49.002068,22.916653,12.518875,12.103135,104.257624,51.570647,54.470726,11.55718,15.480864,31.656333,24.935798,22.546339,59.176664,48.115997,6.719931,47.918036,88.307929,26.294222,9.205623,8.550616,60.874516,33.235291,2.576362
MIMAT0000462,6.076007,0.655404,154.263095,5.028372,4.692949,0.667952,9.701374,4.510484,2.8408,1.646206,3.603392,289.227868,4.725228,0.527446,0.187551,1.172364,20.965328,0.430447,0.88422,0.0,2.500691,0.0,0.369978,0.0,0.0,434.452491,2057.90581,0.0,0.812963,0.531314,26.235013,3.47776,0.13924,2.815268,13.449362,19.501715,2.792498,0.0,0.091,1.606848,4.049503,6511.299798,8.590085,0.655061,2.135069,409.417619,9.205569,3.981559,1.233577,0.202383,14461.432554,0.468062,1.393056,0.977348,0.253771,3.285223,8352.624734,0.82444,3.834283,0.0,8.31906,0.0,1.288623,9.307158,7.351939,0.0,3.31752,0.87823,23.920767,43.916139,1.004925,0.424969,1.420551,5.020596,0.478398,13.331419,1.194399,0.0,4.591408,55.548084,3.529868,1.845909,13.169389,0.374891,3.930155,5.926325,3.569623,0.0,5.504367,3.304644,0.342731,547.137659,0.180804,0.434526,0.11876,2.437171,0.413484,25.95747,6.328285,1.894561,0.461247,7.518092,14.330004,6.09487,0.521852,0.0,7.421843,2.920423,2.35615,721.72389,1.681778,11.318462,29.995785,0.0,0.52725,2.855799,0.0,158.310239,93.689753,0.644133,1.435932,0.0,1758.960986,8.633802,3.359622,4.15098,0.12252,1.445601,3.477315,2.288054,0.396987,1.017596,38.726108,0.0,1.9563,38.020287,0.189111,0.172327,0.0,0.412657,3.826364,0.0,2.70237,0.162979,0.285397,0.0,0.0,6.719931,2.478519,6.278774,0.0,3.835676,174.575059,0.397873,5.470829,1673.99069
MIMAT0000510,774.598899,297.334911,876.494859,531.528485,565.413454,232.780974,900.051813,549.853522,521.361472,313.218123,281.282988,1229.842299,847.587763,336.510495,304.206932,253.42599,673.771194,539.206846,568.906881,533.898718,889.62065,320.490184,469.378367,340.194854,298.378216,535.714392,816.066093,890.615697,304.319304,310.287655,1483.215211,265.647379,469.238561,411.029189,186.428848,378.087308,808.18745,370.078591,325.14359,340.973147,227.222111,1036.167969,637.545381,264.480816,1230.226946,798.535069,1361.168926,297.123873,868.191546,630.221617,1915.299416,371.875192,549.328592,146.6022,705.103365,794.659101,551.387729,533.825138,523.927433,504.947214,293.01578,705.671,211.334184,1845.725718,340.194251,249.424087,289.28773,517.277328,867.719217,485.385333,232.640049,268.155706,243.482439,454.51156,842.937223,826.548012,822.701792,738.305404,501.381787,613.519859,343.720854,646.331615,1380.872357,460.366408,633.737473,311.042271,1179.016566,386.972925,712.815508,539.024177,299.889952,849.913831,530.118388,481.889734,565.417066,254.510331,234.307625,963.066123,456.105261,400.699594,338.786199,338.314134,1099.82787,979.016718,340.248056,2598.703188,381.164637,646.209993,251.098304,1500.440546,490.238333,663.042814,411.072671,840.72636,438.847708,541.173838,874.406339,633.767255,957.756764,543.003737,370.709676,366.505048,785.885665,331.838308,281.461594,446.418972,401.129534,163.674215,630.416816,542.497629,183.408013,522.02676,1439.026979,296.477921,434.158782,540.166268,389.758779,511.293171,470.254378,870.706303,860.853801,757.052004,358.643087,719.878574,539.970522,543.921678,1066.202173,1429.385221,1222.07515,1089.063608,374.449219,820.259276,1506.048347,693.889912,532.995602,1526.279318
