,108d4b89-d1d5-4528-a040-c7e5696c8417_01,14213209-2217-4812-9a19-d9b2b6718467_01,158fd4c2-68dc-4ca4-8130-d5589c80d825_01,1791e250-70ac-439c-828b-15ba811935cc_01,1d2937e8-6104-4330-b7dc-7bcd79dac927_01,200f77a5-803c-4891-980b-5c3b08c91254_01,245e4254-dbc1-45bd-b5df-504d8c3822de_01,254f6921-82ac-4fe1-b1b4-ace94c420d05_01,276dd6d1-a5ad-4b64-8536-916584805091_01,2aa77a19-efde-478a-a113-c0af75708b31_01,2aad74b4-8d66-4563-8958-88d83f86556d_01,33ad8d6e-10f4-4965-9721-1a9984f9e87d_01,3428aa0a-127d-492a-bf4a-ee82563d3701_01,37c77a51-efce-46bd-ab8c-93e17c04c6ac_01,3af5b391-e72f-463d-a086-a86c6c30a51a_01,485b221f-f40f-46a0-a9cf-023f807e6146_01,4a31c620-5c6e-44ae-b7f0-0553c4b7eb33_01,4daeefc3-0e2e-4537-8e13-af9717b3ce29_01,4f0124a6-4a5b-4e42-b9ff-d7de51d2148c_01,4f4906dc-7ebd-47f1-a8f5-b35d3950e740_01,51f6692d-a05b-474b-ba99-637c8bc49b30_01,605e9e51-270c-48fb-b198-46b5512b29da_01,6385194a-d75b-4bd3-9e70-9aa36250d5b9_01,64d00705-5070-4338-9433-ba74424528b3_01,6717b82e-889d-45a4-9638-4d0e023399cc_01,6db758a1-dd0f-4abb-a0ca-80c4b135e8a5_01,6dfe9121-29a0-4593-984f-1644166e1d39_01,6e22b287-5b45-4f5f-a825-b200aa6943e6_01,75a43851-8fa0-4259-b843-88dc6fbce270_01,76b0106c-a4d2-4b29-bef4-fe03a25b5d21_01,76e4538f-3383-46b0-884d-978d031ee182_01,79823022-7feb-49de-8de7-607721b595d2_01,82c37e7c-0899-497e-9753-84da21f8e0fe_01,83059a0f-4de9-454c-8e51-9265ab5f3558_01,8481dc3d-109a-4f2d-a0ad-8f0fd2a61a53_01,8703c5c3-d519-4d78-a5f6-2ef53fca277a_01,89d0b316-65de-4f4c-988a-3c3861a68090_01,8b7c42cd-fc2a-4023-843e-a411821f94ff_01,8c113bc1-101b-405f-9eb1-8c9e8ebbe185_01,8c8d4495-1a1d-4942-b0f0-1445fd05dfce_01,8def73e4-83a5-4998-8f6e-f71f21c946ac_01,9205fbf2-f4ba-475c-8351-1aae5ff3b8bf_01,98315e03-ffe8-449c-8f92-7fd2c0f20b79_01,9f15bf13-11d2-400f-b6f9-c8be0a57c763_01,a1206473-cf9d-4bca-97c9-67f35817b806_01,ae10b73d-e7f4-4334-8452-167b60d71cb5_01,b0770eff-dff2-4e10-8fc9-c07a81efcc5e_01,cdde118f-4673-4e7e-b965-1f9fe007050d_01,ce2b2c41-7d28-4d8b-a037-af842a8fe20f_01,d9952e44-b573-4854-893e-b3bbc5287f2f_01,ddfdd05e-058c-4877-b389-724a6c101353_01,ebb834c6-374e-4077-a4ce-c74a850be358_01,ee6083aa-9453-44ff-8cc5-79b71fea289d_01,eec002c4-7602-4179-8eb3-2b0508d5ee1c_01,f2cc142b-9fc0-44d9-9ae3-558b4eace375_01,f98c183e-aaa1-40c4-83e7-c248cc3adb55_01,ffedc8be-1056-4205-b9d9-99b5bdb872db_01
MIMAT0000100,944.0,1346.0,1421.0,296.0,863.0,1517.0,381.0,1494.0,1309.0,1635.0,1611.0,1244.0,481.0,1525.0,2446.0,847.0,1002.0,1614.0,551.0,657.0,776.0,4265.0,4006.0,181.0,712.0,533.0,1618.0,2641.0,895.0,2594.0,4912.0,520.0,791.0,1303.0,466.0,582.0,2117.0,661.0,364.0,689.0,1542.0,747.0,1316.0,3550.0,1626.0,1177.0,3460.0,2145.0,764.0,998.0,1921.0,3786.0,686.0,730.0,7194.0,2834.0,876.0
MIMAT0000101,128649.0,148667.0,206866.0,113751.0,65775.0,161696.0,46156.0,123567.0,80100.0,126998.0,287903.0,149660.0,138040.0,160126.0,370687.0,254974.0,165677.0,215219.0,135693.0,148221.0,165259.0,149205.0,71541.0,187723.0,125360.0,89762.0,181208.0,236541.0,110528.0,172823.0,201154.0,125100.0,104844.0,193558.0,146424.0,74902.0,80088.0,162249.0,178707.0,101053.0,217101.0,95010.0,171214.0,118608.0,132367.0,351924.0,32233.0,159003.0,200848.0,325316.0,123019.0,93261.0,166543.0,136874.0,112379.0,121377.0,131724.0
MIMAT0000102,167.0,5241.0,19.0,931.0,1.0,14.0,19.0,68.0,1990.0,91.0,270.0,361.0,732.0,439.0,865.0,10.0,669.0,118.0,1289.0,103.0,1009.0,256.0,2.0,1282.0,50.0,34.0,601.0,18.0,6.0,325.0,85.0,57.0,1.0,147.0,54.0,8.0,14.0,1894.0,1138.0,134.0,41.0,391.0,17.0,498.0,162.0,29.0,32.0,971.0,5.0,775.0,46.0,6.0,140.0,72.0,53.0,27.0,705.0
MIMAT0000103,193.0,143.0,588.0,459.0,1629.0,237.0,146.0,173.0,108.0,336.0,1283.0,438.0,348.0,459.0,1126.0,1709.0,601.0,596.0,309.0,542.0,364.0,486.0,122.0,458.0,453.0,768.0,1119.0,1112.0,246.0,403.0,501.0,565.0,370.0,373.0,1079.0,401.0,151.0,304.0,880.0,171.0,546.0,93.0,32.0,353.0,157.0,716.0,31.0,315.0,527.0,895.0,403.0,292.0,139.0,583.0,266.0,381.0,45.0
MIMAT0000104,287.0,255.0,395.0,183.0,124.0,231.0,140.0,257.0,225.0,240.0,393.0,369.0,161.0,384.0,1259.0,720.0,412.0,589.0,139.0,195.0,240.0,233.0,111.0,530.0,367.0,263.0,393.0,370.0,184.0,306.0,357.0,400.0,268.0,361.0,339.0,148.0,142.0,475.0,437.0,127.0,566.0,285.0,656.0,213.0,449.0,1168.0,69.0,191.0,469.0,734.0,236.0,191.0,280.0,321.0,308.0,257.0,295.0
MIMAT0000222,55095.0,2036.0,2741.0,8124.0,996.0,1168.0,930.0,778.0,3064.0,2171.0,1530.0,17269.0,4530.0,2150.0,6393.0,2288.0,4277.0,5416.0,1464.0,2759.0,2918.0,6254.0,1696.0,6223.0,4462.0,1242.0,1845.0,1157.0,419.0,3131.0,1470.0,1666.0,3565.0,3375.0,673.0,746.0,1271.0,15596.0,2448.0,1490.0,4218.0,25117.0,1412.0,46371.0,2460.0,1770.0,251.0,7759.0,4224.0,4509.0,1611.0,3684.0,1046.0,3194.0,3420.0,1248.0,9041.0
MIMAT0000226,139.0,52.0,143.0,1949.0,142.0,38.0,4139.0,1792.0,295.0,3399.0,405.0,756.0,244.0,39.0,20.0,1087.0,8859.0,479.0,109.0,3348.0,4878.0,6876.0,140.0,166.0,2087.0,132.0,19.0,35.0,2514.0,53.0,149.0,945.0,174.0,1191.0,190.0,5263.0,48.0,7543.0,73.0,198.0,11404.0,2886.0,9528.0,1594.0,3593.0,1311.0,48.0,295.0,1475.0,4583.0,375.0,243.0,4798.0,849.0,78.0,423.0,1659.0
MIMAT0000227,3813.0,2200.0,2514.0,4338.0,1484.0,5661.0,4451.0,5693.0,3155.0,9121.0,4498.0,1844.0,3169.0,4066.0,8840.0,2721.0,3085.0,4558.0,2861.0,2349.0,2821.0,3382.0,1394.0,5836.0,4204.0,2618.0,2694.0,2487.0,2112.0,4023.0,2491.0,2279.0,2305.0,4965.0,2939.0,4524.0,2520.0,4156.0,4350.0,2734.0,2121.0,3770.0,3255.0,859.0,4587.0,4065.0,649.0,4543.0,4403.0,7762.0,2528.0,2354.0,4412.0,3233.0,4941.0,2037.0,5886.0
MIMAT0000228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0000231,49902.0,415.0,23729.0,53906.0,103803.0,925.0,22038.0,48306.0,33017.0,31997.0,14860.0,25233.0,40107.0,102088.0,93665.0,35490.0,60940.0,13642.0,19922.0,29342.0,74450.0,50325.0,3593.0,41796.0,53593.0,26500.0,61848.0,3482.0,27464.0,47099.0,11422.0,53624.0,11728.0,35776.0,50640.0,14045.0,18759.0,74156.0,96361.0,4988.0,87199.0,58588.0,66343.0,3380.0,65525.0,56210.0,4550.0,74845.0,38067.0,35671.0,13326.0,16126.0,36926.0,13296.0,2933.0,12405.0,67791.0
MIMAT0000232,66060.0,1039.0,34904.0,50837.0,93410.0,2124.0,17328.0,43714.0,31848.0,39355.0,20798.0,27584.0,53840.0,108952.0,96819.0,36155.0,50968.0,19520.0,24768.0,36706.0,61007.0,80669.0,6224.0,47190.0,50216.0,22066.0,92633.0,5465.0,28728.0,78027.0,17363.0,44676.0,14594.0,36323.0,52888.0,11221.0,26559.0,93571.0,86132.0,5675.0,102886.0,59770.0,57044.0,7140.0,70371.0,57273.0,5429.0,106873.0,46370.0,56132.0,22877.0,17318.0,50552.0,16268.0,6000.0,12966.0,70048.0
MIMAT0000241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
MIMAT0000242,221.0,188.0,21.0,482.0,14.0,22.0,47.0,36.0,2.0,150.0,33.0,112.0,42.0,79.0,7.0,17.0,1660.0,32.0,100.0,248.0,244.0,35.0,7.0,268.0,1144.0,68.0,34.0,1.0,11.0,67.0,25.0,1017.0,51.0,28.0,30.0,19.0,12.0,104.0,2926.0,11.0,13.0,99.0,477.0,3.0,815.0,75.0,78.0,47.0,20.0,1236.0,12.0,24.0,5.0,70.0,18.0,5.0,125.0
MIMAT0000243,102508.0,228376.0,234792.0,149418.0,220402.0,422122.0,91512.0,135987.0,52992.0,131818.0,214102.0,97667.0,132143.0,226261.0,66011.0,951602.0,190003.0,170393.0,192697.0,27725.0,139764.0,419503.0,52390.0,214723.0,339279.0,111379.0,126043.0,191069.0,120592.0,299382.0,259342.0,115710.0,119743.0,175566.0,52255.0,57884.0,217784.0,132526.0,75308.0,368044.0,116199.0,120134.0,224961.0,133226.0,312653.0,66206.0,11970.0,338345.0,113604.0,317186.0,211205.0,90772.0,148024.0,73580.0,111827.0,63910.0,82798.0
MIMAT0000244,7509.0,7950.0,8785.0,2330.0,5522.0,9142.0,4350.0,3860.0,1661.0,6428.0,13642.0,11279.0,6820.0,10595.0,5232.0,7479.0,13146.0,8380.0,3629.0,5274.0,5364.0,9460.0,2343.0,7056.0,5468.0,4948.0,7045.0,5465.0,3530.0,5028.0,9060.0,6098.0,5055.0,8474.0,7882.0,2316.0,6458.0,5643.0,7114.0,3888.0,2830.0,5316.0,4380.0,4754.0,10366.0,19072.0,567.0,10444.0,3891.0,6462.0,2764.0,4790.0,4972.0,5209.0,6632.0,5849.0,4932.0
MIMAT0000245,28633.0,52378.0,49199.0,7455.0,8988.0,22319.0,48950.0,22143.0,9395.0,41830.0,58045.0,32390.0,45473.0,94051.0,25880.0,66817.0,48802.0,31129.0,21349.0,12648.0,35141.0,47628.0,11726.0,47980.0,42083.0,41890.0,33214.0,59833.0,28143.0,37806.0,31674.0,26364.0,42847.0,20311.0,37000.0,6165.0,20255.0,28604.0,43005.0,27091.0,60686.0,13781.0,34235.0,11707.0,48237.0,67565.0,3374.0,24501.0,22125.0,37621.0,72295.0,18755.0,17432.0,17257.0,31277.0,22776.0,18623.0
MIMAT0000250,438.0,96.0,90.0,87.0,75.0,98.0,384.0,52.0,96.0,118.0,162.0,211.0,59.0,165.0,111.0,33.0,371.0,36.0,30.0,25.0,214.0,290.0,67.0,77.0,190.0,644.0,363.0,30.0,21.0,40.0,87.0,295.0,67.0,28.0,9.0,46.0,176.0,381.0,129.0,35.0,194.0,47.0,125.0,18.0,68.0,67.0,34.0,150.0,91.0,223.0,102.0,54.0,45.0,160.0,35.0,26.0,106.0
MIMAT0000252,17.0,64.0,12.0,29.0,2.0,19.0,3.0,14.0,15.0,8.0,12.0,7.0,9.0,14.0,3.0,9.0,4.0,293.0,8.0,9.0,2.0,14.0,3.0,7.0,14.0,0.0,14.0,5.0,40.0,8.0,5.0,4.0,7.0,13.0,12.0,5.0,9.0,7.0,26.0,10.0,11.0,11.0,7.0,16.0,5.0,9.0,2.0,5.0,13.0,37.0,52.0,7.0,13.0,24.0,67.0,11.0,17.0
MIMAT0000253,317568.0,9041.0,470920.0,53299.0,25247.0,17227.0,8858.0,152700.0,86589.0,51441.0,1530380.0,89231.0,506157.0,145334.0,22418.0,1038952.0,123371.0,960269.0,70196.0,57929.0,230154.0,298782.0,79216.0,1127934.0,70568.0,8971.0,615909.0,680012.0,17084.0,323256.0,3687778.0,32309.0,960113.0,633033.0,513091.0,5276.0,255161.0,67414.0,244290.0,283170.0,697786.0,130978.0,387816.0,33528.0,208909.0,617333.0,4120.0,52563.0,603428.0,89624.0,269800.0,56976.0,207414.0,336284.0,1813805.0,643441.0,9513.0
MIMAT0000254,1077274.0,80637.0,1798547.0,316685.0,827527.0,1498913.0,229264.0,1086737.0,426440.0,276591.0,590918.0,1154437.0,616487.0,629994.0,1937515.0,2354983.0,746742.0,889204.0,91178.0,594877.0,598848.0,770106.0,509669.0,1014802.0,1286156.0,483693.0,971868.0,149541.0,562919.0,1065753.0,180378.0,725961.0,422343.0,964092.0,321815.0,448707.0,839092.0,2623183.0,334597.0,301515.0,149305.0,272906.0,2174354.0,119735.0,556783.0,2574330.0,39842.0,2034785.0,624926.0,793173.0,222127.0,750530.0,135215.0,148347.0,619924.0,422069.0,462318.0
MIMAT0000255,179.0,995.0,591.0,159.0,71.0,508.0,113.0,350.0,226.0,540.0,591.0,295.0,267.0,134.0,96.0,536.0,828.0,154.0,141.0,495.0,270.0,776.0,524.0,53.0,207.0,124.0,428.0,137.0,169.0,412.0,493.0,361.0,643.0,211.0,74.0,172.0,599.0,277.0,94.0,174.0,474.0,155.0,593.0,570.0,498.0,231.0,280.0,293.0,61.0,452.0,600.0,109.0,170.0,88.0,441.0,215.0,74.0
MIMAT0000256,16584.0,4080.0,8965.0,8108.0,11212.0,3042.0,12020.0,17192.0,8732.0,12129.0,13080.0,18677.0,12690.0,44802.0,149201.0,7906.0,30166.0,30831.0,5100.0,11016.0,9787.0,11072.0,3087.0,25478.0,22866.0,4259.0,23358.0,4214.0,19464.0,11833.0,25691.0,22427.0,3697.0,22595.0,19519.0,4505.0,10018.0,21527.0,23185.0,2636.0,7361.0,11226.0,9947.0,6721.0,21265.0,34644.0,500.0,10341.0,9058.0,27737.0,9372.0,5766.0,9032.0,8407.0,25329.0,16132.0,12243.0
MIMAT0000257,5345.0,977.0,3908.0,4778.0,3363.0,723.0,3252.0,5510.0,4965.0,5410.0,4764.0,8948.0,4186.0,20088.0,31514.0,2456.0,18087.0,10157.0,2003.0,6239.0,6064.0,5222.0,1281.0,11021.0,10330.0,2359.0,6041.0,1474.0,4826.0,4479.0,7450.0,9042.0,1024.0,8111.0,5464.0,1826.0,2329.0,10238.0,12251.0,1132.0,2213.0,4405.0,1654.0,2069.0,8481.0,16539.0,158.0,6339.0,4132.0,9731.0,3434.0,2261.0,4702.0,5296.0,6458.0,6092.0,6061.0
MIMAT0000258,364.0,373.0,581.0,104.0,138.0,902.0,142.0,108.0,99.0,142.0,800.0,381.0,326.0,457.0,859.0,945.0,374.0,435.0,337.0,291.0,123.0,287.0,94.0,710.0,318.0,46.0,233.0,165.0,179.0,305.0,1240.0,91.0,158.0,321.0,210.0,33.0,173.0,131.0,240.0,302.0,227.0,312.0,292.0,161.0,535.0,543.0,14.0,283.0,120.0,283.0,168.0,71.0,76.0,681.0,232.0,103.0,273.0
MIMAT0000259,36732.0,157388.0,97923.0,81216.0,15220.0,471521.0,421417.0,205285.0,5767.0,1972678.0,121497.0,126670.0,151025.0,105612.0,14191.0,547912.0,708127.0,291878.0,137812.0,68453.0,208778.0,108502.0,124915.0,143092.0,338913.0,667781.0,560433.0,385382.0,243453.0,77217.0,6067.0,367333.0,158822.0,49465.0,79718.0,104647.0,180584.0,59425.0,213694.0,75494.0,84832.0,125360.0,962708.0,122927.0,832051.0,147945.0,7933.0,72044.0,18275.0,491074.0,154628.0,75201.0,42844.0,143965.0,216157.0,219839.0,634688.0
MIMAT0000260,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,8.0
MIMAT0000261,17983.0,68998.0,36217.0,48287.0,5913.0,204838.0,247809.0,79669.0,3646.0,1141511.0,48127.0,57299.0,91938.0,68275.0,6302.0,187767.0,310945.0,104342.0,86415.0,37069.0,126080.0,57745.0,70337.0,54734.0,237840.0,399798.0,250207.0,217129.0,99177.0,43030.0,2455.0,189814.0,58853.0,24231.0,32837.0,39426.0,77760.0,39393.0,157435.0,32692.0,43556.0,67530.0,437936.0,49865.0,465475.0,89036.0,4266.0,22489.0,11624.0,225336.0,68931.0,41395.0,23829.0,91242.0,103539.0,151030.0,491755.0
MIMAT0000262,10.0,443.0,373.0,58.0,11.0,27.0,10.0,22.0,34.0,15.0,40.0,25.0,85.0,28.0,23.0,241.0,8.0,39.0,349.0,32.0,52.0,38.0,8.0,74.0,49.0,5.0,67.0,42.0,17.0,57.0,14.0,42.0,29.0,7.0,25.0,3.0,9.0,21.0,60.0,130.0,110.0,105.0,122.0,4.0,7.0,44.0,1.0,185.0,11.0,132.0,47.0,29.0,6.0,47.0,97.0,59.0,6.0
MIMAT0000263,6820.0,470.0,6196.0,2472.0,6484.0,206.0,3774.0,4382.0,3167.0,4639.0,8121.0,4666.0,8925.0,26771.0,16361.0,1531.0,2589.0,1586.0,3541.0,3602.0,6255.0,6305.0,719.0,6561.0,11702.0,844.0,6991.0,1175.0,719.0,6011.0,3001.0,4698.0,1174.0,3777.0,7103.0,2077.0,1778.0,4645.0,6074.0,591.0,5554.0,11744.0,788.0,274.0,7044.0,5108.0,44.0,14550.0,3972.0,13087.0,3847.0,2058.0,11895.0,4807.0,966.0,535.0,7382.0
MIMAT0000264,13193.0,36007.0,15999.0,28068.0,1702.0,20724.0,219.0,16688.0,574.0,6802.0,16807.0,14731.0,107262.0,586.0,3743.0,74822.0,1496.0,13943.0,124702.0,2232.0,6967.0,14141.0,5865.0,84043.0,6981.0,1401.0,11163.0,7136.0,56777.0,49981.0,5378.0,3601.0,7869.0,11488.0,2809.0,1605.0,5714.0,4489.0,1248.0,1553.0,59561.0,5491.0,15871.0,195.0,2222.0,13445.0,133.0,21439.0,1736.0,5475.0,21392.0,1161.0,7006.0,65826.0,9559.0,25389.0,6991.0
MIMAT0000265,213.0,600.0,205.0,53.0,10.0,14.0,13.0,172.0,8.0,168.0,131.0,197.0,347.0,10.0,253.0,32.0,65.0,217.0,269.0,138.0,125.0,178.0,20.0,350.0,36.0,10.0,1896.0,27.0,29.0,272.0,309.0,94.0,310.0,245.0,37.0,6.0,262.0,116.0,1032.0,3617.0,201.0,726.0,7.0,95.0,44.0,171.0,1.0,161.0,30.0,1248.0,81.0,97.0,19.0,408.0,106.0,3.0,12.0
MIMAT0000266,2083.0,3536.0,1119.0,1254.0,412.0,8761.0,48.0,4605.0,531.0,60.0,6423.0,1258.0,7811.0,151.0,275.0,18228.0,68.0,9518.0,19770.0,92.0,80.0,208.0,20.0,430.0,54.0,51.0,4454.0,7859.0,108884.0,8125.0,50.0,17.0,18517.0,322.0,213.0,62.0,713.0,669.0,303.0,295.0,9359.0,518.0,104.0,19.0,271.0,2056.0,20.0,1610.0,674.0,167.0,1545.0,56.0,523.0,3657.0,2566.0,13997.0,4653.0
MIMAT0000267,5632.0,14706.0,2196.0,6198.0,2271.0,7846.0,1897.0,7294.0,11964.0,13427.0,6222.0,3827.0,4756.0,3112.0,14253.0,12499.0,8089.0,12776.0,6304.0,17288.0,1052.0,2360.0,12806.0,6269.0,26825.0,4751.0,8417.0,7947.0,3969.0,5440.0,5859.0,8657.0,3925.0,4462.0,5539.0,2700.0,3474.0,6719.0,7913.0,11744.0,2882.0,5041.0,31628.0,2443.0,6887.0,6437.0,2882.0,6223.0,987.0,8959.0,2941.0,18301.0,12247.0,9840.0,7799.0,7416.0,1435.0
MIMAT0000268,4.0,2.0,13.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,11.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,15.0,0.0,1.0,6.0,0.0,0.0,30.0,0.0,0.0,1.0,1.0,7.0,0.0,85.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
MIMAT0000269,69.0,17.0,27.0,9.0,5.0,5.0,11.0,5.0,13.0,29.0,33.0,38.0,16.0,79.0,32.0,6.0,46.0,15.0,13.0,173.0,38.0,75.0,34.0,79.0,50.0,7.0,37.0,19.0,7.0,5.0,9.0,38.0,11.0,19.0,32.0,15.0,24.0,19.0,166.0,15.0,36.0,38.0,38.0,14.0,62.0,112.0,35.0,11.0,105.0,47.0,21.0,13.0,90.0,28.0,3.0,13.0,34.0
MIMAT0000270,2335.0,257.0,708.0,3349.0,2064.0,142.0,1247.0,2595.0,3769.0,1642.0,911.0,2408.0,973.0,6376.0,22688.0,286.0,5559.0,3490.0,1559.0,1726.0,1724.0,1405.0,805.0,3809.0,4045.0,381.0,5377.0,590.0,2828.0,944.0,3078.0,3902.0,287.0,3404.0,2543.0,838.0,1516.0,4257.0,7128.0,325.0,1369.0,1930.0,2054.0,639.0,2828.0,4831.0,106.0,770.0,1807.0,5466.0,918.0,667.0,1791.0,709.0,3396.0,2219.0,2834.0
MIMAT0000271,437.0,1.0,107.0,454.0,461.0,10.0,81.0,272.0,203.0,311.0,139.0,67.0,442.0,839.0,416.0,140.0,195.0,223.0,222.0,358.0,385.0,291.0,9.0,304.0,257.0,100.0,368.0,7.0,91.0,478.0,83.0,79.0,75.0,161.0,206.0,41.0,113.0,358.0,777.0,49.0,399.0,739.0,398.0,20.0,1062.0,338.0,73.0,236.0,465.0,294.0,92.0,88.0,717.0,101.0,56.0,76.0,505.0
MIMAT0000272,11307.0,4.0,21.0,10.0,4.0,33.0,7.0,3.0,11.0,12.0,10.0,373.0,93.0,13.0,15.0,15.0,21.0,17.0,11.0,19.0,7.0,16.0,0.0,211.0,13.0,5.0,42.0,4.0,11.0,36.0,10.0,10.0,12.0,8.0,9.0,2.0,23.0,18.0,11.0,7.0,3.0,2855.0,21.0,237.0,18.0,16.0,7.0,56.0,13.0,22.0,15.0,6.0,5.0,11.0,22.0,10.0,184.0
MIMAT0000273,1.0,14.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,6.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,4.0,30.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,25.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,3.0,8.0,5.0,16.0,1.0,1.0,3.0,5.0,1.0,5.0
MIMAT0000274,155.0,1002.0,295.0,233.0,57.0,141.0,5.0,60.0,11.0,204.0,159.0,447.0,1013.0,27.0,104.0,41.0,112.0,151.0,356.0,37.0,196.0,551.0,53.0,229.0,18.0,154.0,318.0,8.0,7.0,273.0,2219.0,106.0,403.0,135.0,83.0,106.0,209.0,188.0,121.0,1501.0,24.0,94.0,29.0,137.0,341.0,111.0,16.0,351.0,827.0,376.0,1140.0,49.0,118.0,152.0,546.0,54.0,420.0
MIMAT0000275,1765.0,326.0,1395.0,697.0,426.0,946.0,163.0,303.0,371.0,294.0,774.0,1570.0,2697.0,1262.0,8123.0,1288.0,537.0,1254.0,766.0,4434.0,1045.0,2780.0,277.0,3491.0,1563.0,179.0,1536.0,214.0,230.0,365.0,538.0,602.0,155.0,1300.0,728.0,1228.0,337.0,1739.0,9076.0,1774.0,899.0,1375.0,117.0,210.0,2829.0,4198.0,7.0,1252.0,2067.0,2330.0,340.0,673.0,3782.0,1736.0,1198.0,880.0,3084.0
MIMAT0000276,27.0,300.0,47.0,13.0,22.0,10.0,5.0,34.0,8.0,30.0,62.0,45.0,52.0,31.0,63.0,30.0,31.0,29.0,64.0,59.0,21.0,28.0,2.0,97.0,34.0,11.0,19.0,16.0,10.0,20.0,61.0,23.0,14.0,38.0,61.0,38.0,9.0,33.0,171.0,10.0,27.0,43.0,3.0,10.0,102.0,34.0,7.0,24.0,33.0,98.0,90.0,37.0,49.0,39.0,29.0,21.0,34.0
MIMAT0000278,1186.0,274.0,1696.0,322.0,176.0,183.0,147.0,233.0,629.0,210.0,807.0,976.0,704.0,321.0,541.0,188.0,1148.0,860.0,1540.0,481.0,317.0,1706.0,702.0,1468.0,127.0,186.0,1157.0,1869.0,498.0,2963.0,1680.0,313.0,283.0,809.0,334.0,431.0,590.0,171.0,181.0,164.0,3990.0,537.0,993.0,485.0,568.0,867.0,206.0,926.0,685.0,1638.0,273.0,339.0,1707.0,752.0,1141.0,738.0,151.0
MIMAT0000279,443.0,108.0,668.0,131.0,85.0,75.0,39.0,63.0,301.0,50.0,256.0,368.0,293.0,123.0,129.0,42.0,378.0,422.0,487.0,199.0,112.0,525.0,259.0,568.0,45.0,52.0,370.0,644.0,186.0,1008.0,540.0,85.0,72.0,311.0,130.0,191.0,265.0,73.0,53.0,72.0,1189.0,156.0,337.0,200.0,193.0,268.0,86.0,356.0,248.0,597.0,91.0,120.0,815.0,309.0,557.0,246.0,54.0
MIMAT0000280,647.0,3238.0,810.0,258.0,368.0,210.0,85.0,188.0,342.0,4982.0,567.0,284.0,710.0,1292.0,1467.0,496.0,212.0,482.0,265.0,3362.0,562.0,5246.0,1573.0,280.0,532.0,316.0,2018.0,633.0,372.0,360.0,277.0,1121.0,43079.0,442.0,960.0,191.0,781.0,888.0,1576.0,1015.0,1248.0,367.0,144.0,838.0,1632.0,4379.0,621.0,692.0,1212.0,1698.0,598.0,9114.0,709.0,403.0,8131.0,1916.0,200.0
MIMAT0000281,412.0,715.0,130.0,579.0,39.0,425.0,180.0,117.0,385.0,448.0,535.0,258.0,1888.0,530.0,533.0,47.0,162.0,979.0,667.0,27.0,944.0,855.0,391.0,267.0,425.0,375.0,50.0,2015.0,438.0,1461.0,122.0,150.0,9.0,63.0,94.0,72.0,196.0,310.0,164.0,298.0,44.0,221.0,43.0,155.0,83.0,231.0,12.0,635.0,17.0,315.0,240.0,404.0,449.0,268.0,124.0,122.0,127.0
MIMAT0000318,3123.0,10983.0,10611.0,1773.0,404.0,23374.0,12.0,217.0,322.0,1344.0,11907.0,8445.0,1644.0,3649.0,585.0,22083.0,173.0,7758.0,3761.0,228.0,1209.0,1605.0,5846.0,3745.0,328.0,57.0,5926.0,12983.0,4823.0,5684.0,273.0,509.0,8630.0,4650.0,6125.0,46.0,4688.0,348.0,174.0,1713.0,5605.0,1382.0,215.0,4677.0,217.0,6531.0,116.0,6250.0,931.0,403.0,5387.0,574.0,888.0,15230.0,12831.0,7847.0,855.0
