,0011a67b-1ba9-4a32-a6b8-7850759a38cf_01,016c9c14-4c88-49f5-a11a-dd4bc282f11e_01,03a9dd9d-62ae-4acd-9272-389274858f3d_01,04178a4f-14b0-45ba-aa3e-f21638e23765_01,065b26fc-6827-44d5-83d8-1100c63fcda6_01,093ca3a7-f545-468a-85ed-a35c3da03628_01,09daff79-6493-45c1-8cba-9381259e2bea_01,0a2cb2f9-972c-450c-8b7a-115a4cb93658_01,0b6b1937-4024-4f2c-aeca-46387277755f_01,0cb21fb0-520f-4105-99ec-697a335115b5_01,0eda7373-8335-455f-b90a-8c3540f28088_01,10290e91-9784-4f94-8daa-b5d9a8b0efb9_01,107cb92b-6231-4e7a-af05-1f5de5981947_01,1118490d-75aa-43cc-b2a2-c2af61829ffc_01,12f1d449-4da3-460d-b4f3-9e1232440a8b_01,1388bba1-02ba-40df-93e5-c3d58b7bbae0_01,1543c1da-bde4-41c1-a510-56b62db8cca8_01,156cb6c6-b5d4-4ea9-9495-fc972cf9c84a_01,1586cb0a-081a-4364-9470-46f9d0f0167d_01,16a9e1c5-85c2-4930-a16c-af59114bac9a_01,17878cb0-a8f9-43a4-911c-0f94c2a5e3df_01,17a8d208-fcf6-4480-945c-848d4234aafd_01,17e286b7-7793-446d-b556-1108addb5ba2_01,182fe81e-9c96-4824-8a8a-28f7c498020f_01,19e46a3d-18c5-4927-8501-2265e2d617b8_01,1e89c189-7c8a-44c9-9b0f-2f625a285003_01,205f30ff-fb10-44a8-a1c6-c538de100db5_01,21e8c2b7-3a80-4b7e-acec-6ff863f15324_01,25b43e40-e1f9-42a0-8052-5138f381eed9_01,261925e3-96e4-440c-8e95-c003d44ab2f2_01,26964b56-583f-46cc-ab2e-a948bf3e5432_01,2a7903cc-345d-48f7-9fec-b4a5f09f8002_01,2b1783da-9ede-4590-b96a-6b0eabc8777f_01,2bd23664-453b-4fbf-823e-6dbcde0c4a2a_01,2cf90e4e-b952-4a77-aaa9-39e4e2e5c4b3_01,2cf90e4e-b952-4a77-aaa9-39e4e2e5c4b3_02,2faf928d-453a-4d07-b058-b5d4e1d13845_01,3124e819-292b-48e7-baac-8c5c4a86dc20_01,3165bf70-df19-4043-bcfc-9ae92197ef72_01,31bd8589-378c-40e5-8b7f-3b4c81f304be_01,335d0351-3740-4847-9ff4-be2f078c70f7_01,335d0351-3740-4847-9ff4-be2f078c70f7_11,33e91116-8844-4861-843d-784c70b4a6fc_01,3546a93b-b279-4615-9d5f-5baa787e487e_01,368fd5c9-cd4b-4326-a47b-4d72938cfb8f_01,375436b3-66ac-4d5e-b495-18a96d812a69_01,398da5c2-d9f2-4eb4-9813-21009d3ad048_01,3aecf83e-c614-4ffa-8c82-1b5dadf6509e_01,3b55aa84-9fdc-4125-8d39-d8949de2a1b3_01,3be106bc-ba42-4c70-9b50-697d89db617d_01,3e97286f-8aa8-4b6a-b339-d7a8e30f60c2_01,3f10de1e-c8ce-415e-b4e1-e50901686a2f_01,40974ab3-e532-4d6e-9c98-ee640f3976d6_01,468c2ecb-a21f-49a7-91f3-63d3ef266cf8_01,4d5437b3-b6a0-4d17-a7aa-4f2b790e4532_01,5555fbdd-962f-4d79-b36c-ae3c3cc4aff4_01,594a52b0-c929-4e50-ae27-7542e32667ae_01,5a7d19f9-6be2-45ac-9ffc-11e28594eeee_01,5af7b4eb-8314-41ce-ab2b-f98054a78a8b_01,5bc1db25-3e25-44d7-99cb-e31f00cf1d58_01,5d4b9087-fa7b-47b8-9b12-adc0dd1cf17c_01,5daa9f6b-eeba-466f-992b-2bd29fa60e93_01,5f10f8e4-a6f9-4643-b210-390bc8fd32bd_01,60778da8-d99e-4e51-96a2-3e900b3978d9_01,6221496d-40cc-4071-969f-6fbcba4f573c_01,634d542b-a72f-408b-9fef-65ef6c45f882_01,644571e9-b8e6-42f3-a2e4-33bad0fac661_01,652e503a-1be8-445b-96d6-ff114f911e76_01,6bc056f2-f06e-428f-aebc-85b780d880ed_01,6dafce6c-b2a9-4b23-b9f8-b71e01616389_01,71a32fca-d48f-4ea3-8df7-69f9dda8fa91_01,71a32fca-d48f-4ea3-8df7-69f9dda8fa91_11,72756208-a5ed-47d2-8c4c-19a8d39f7b9d_01,72802851-9340-4c5f-a90b-23b7afd7577a_01,72e640f2-869f-4aef-8ebe-b127f3e7048a_01,74543fa4-ce73-46e4-9c59-224e8242b4a2_01,769880ae-34d9-405e-8ea7-33ba47cf2dd2_01,78499f63-fe28-4b99-9f0e-6002203c4596_01,7a285463-76f4-447d-bb04-336bb5ec1009_01,811f3feb-a5a9-48b1-acda-fbb23fcbcf16_01,813bb368-9389-4528-9b18-387374bc912f_01,81dac02c-6e5f-4afe-9c90-12b5a4f26594_01,830fd359-abd4-4c99-89e4-2d6bb9ce5637_01,830fd359-abd4-4c99-89e4-2d6bb9ce5637_11,835cbd02-4dbb-4273-9704-4b5d272493d7_01,848a5838-8a06-45a9-a3d6-e4ed47b824ab_01,856a490c-c6da-48fe-88b5-9fde0f481365_01,85947797-54b8-44fb-910b-5cd689542994_01,866de12b-e4df-4f19-b62e-e3fd85d4ec08_01,89e4905e-31bb-4125-9262-93f600aed7e5_01,8ad1c98b-5395-477e-87a8-19dff3a59c26_01,8b4383b1-a684-41ea-bfb0-c84e6f5b287d_01,8c7ccdb0-7653-4a8d-86b6-de39afc40765_01,8e00e7e7-ffaf-44f0-91a7-172671f18e08_01,8feb0e8f-d09b-437d-8651-0cdecfe776bf_01,9084b672-8e65-4b7f-a256-32fd35aa8ab5_01,92c65e5a-3f07-49d9-ab69-46a0eb86ae88_01,99d2c035-06a2-4bc3-8ff9-db875d232c93_01,9af35239-ffb9-4d4f-889e-f743da271eef_01,9c7b5e85-5579-4d0f-a7ea-b9d081ac0037_01,9d7e0672-0a9e-4dbf-a583-80f4eb086ec6_01,9df9af6b-00b0-47af-aac7-b52dac399ba5_01,a2b6246d-2b80-49c5-968b-694b4e8171dc_01,a2e47568-eb43-4c89-ad7c-dfbaa2ba7e27_01,a424bfe7-5518-4c80-83c8-709a34320bc7_01,a46be4e1-260c-4ce9-8b0f-1326d90c697f_01,a744d4a3-f99a-46ce-9b3f-8ee8835e67ec_01,a83923fd-276c-4526-9922-5ef741f551fd_01,a8a5553c-bfe1-4d5f-aacc-5549ded3f91f_01,a8b974f4-aabf-484d-bfa2-a286b39681e0_01,a91f7a8c-e0fe-403a-9ef0-f7679b2761cc_01,acccb105-6439-4b30-a0b9-bb94c7873d4a_01,add567b7-29ef-4122-8a54-57d36f735e78_01,b1a787b6-8e94-4b1b-b063-3338c80eef78_01,b26143d3-d458-4d5c-8446-fd2f05707352_01,b2b125c7-8993-4424-b390-048ccccc9d08_01,b2c48624-a483-4b1d-9155-c0c80ed2f7a0_01,b2db7f47-540f-4bd3-81bb-d686b0225201_01,b6ba7313-8e91-4c39-8629-db3e96f4c556_01,b6e6e715-ccc5-474f-860a-a10bf1962936_01,ba902e78-752f-4248-9a59-ea08475c961b_01,bcb21cdd-2f57-4df0-bbbe-a74fa5a654d6_01,bcfe4fe9-d090-49f9-85a7-2b472e0f7453_01,bd0ddc1e-ba3b-4719-a2fa-776f0475dd8a_01,bd6877a8-06b4-4b95-bed2-15c524068f21_01,bd818ae4-b31a-4616-9303-b8aee56a848f_01,bf65c2cd-8348-488f-8485-9196ba42d17e_01,c2395f04-e248-4091-855d-802b1b871f29_01,c2ea7b58-cabd-407e-98ce-6cbf9e4d93e1_01,c3760fb2-3b8a-4251-a189-21d56fba5017_01,c3f0608b-d493-4c74-930a-d7998a48a659_01,c69dec57-7a84-481b-bcfe-61a771d0a9d1_01,c7162d11-4bdc-41cd-a964-46fc416829db_01,c8fd1040-82a2-4cda-ac49-c2f82b20cbab_01,c9632a8b-dcfe-4480-a8ad-482f55b8cfa2_01,ca8374a4-ce94-4091-aa9e-44339a7c4b22_01,cb005c69-7301-41ce-b534-c9751f1436c5_01,cbcb2141-b415-4410-8dd7-2a3cd3980a19_01,cc2a014b-fb3c-4839-a5fb-6c40e745df1b_01,cd05d121-f107-4c8e-95a8-153a84f5134a_01,ce2e0f1c-60ff-4f93-8bba-4f4d3ccac37c_01,d004a083-6dc6-4db6-96d0-88a8ca3b1b93_01,d7cb062c-898d-4452-8e87-57262162bafa_01,d846228f-67af-4b3b-9796-dbc263c2054c_01,d8bfcc67-f5c3-42cd-9fc4-bd483f896da1_01,d9121e5a-88f2-47a6-a0b1-25735c209e54_01,db1e3104-8bfd-4353-854a-c478ba1f7d07_01,ded3feb2-1079-4520-a7ca-f5b5fc73d7c5_01,e2d395f8-bf13-4fe4-8031-683b0eedd875_01,e3a80e41-2e46-4b04-86c6-fd444d616ab5_01,e5d7bbd4-4f38-4a5a-9966-f44f8a15a10e_01,e5e4aa9f-6015-4d62-a088-69920d7f2500_01,e6827400-0d95-46b0-8874-6ce9e9d5011b_01,e7503a51-6647-4cc2-80dd-645d0df4db43_01,eb75ca70-e60f-453f-820c-485390abad88_01,f1ce4b5f-55d0-4989-a5f3-6b6e591538b2_01,f2a8deb2-0e2c-4bbd-8fa1-99b7abb2f3aa_01,f49a8e1e-d247-4c76-ac3b-ad8e5d6b8d18_01,f9204a59-6877-4d06-a20e-fd7ab0859ed5_01,fb632146-92c7-40d9-acc3-6dc4a2d499be_01,fbcd7e69-533f-4b6c-9868-162139135b58_01,fd798ddf-7273-49b8-b13c-d9909c8c87ff_01,fdeeff8e-1328-42a4-aca0-a03b97421f1e_01,ff004403-8cc5-43e6-bd1c-dde4eb1e6193_01,ff427104-0727-483c-8513-243dec80db9d_01
MIMAT0018178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.100938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018180,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436645,0.772059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018183,0.180268,0.156503,0.322786,0.459061,0.0,0.0,0.376654,0.11193,0.770828,0.930745,0.0,0.0,0.678456,0.0,0.0,0.83303,0.35756,0.0,0.0,0.0,0.0,0.866954,0.0,0.0,0.740785,0.280308,0.360204,0.938556,0.981975,0.193132,0.0,0.0,0.445864,0.498072,0.144359,0.857625,0.0,0.0,0.0,0.568951,0.847304,0.861779,0.201458,0.361715,0.201666,0.291097,0.617646,0.0,0.0,0.0,0.505172,2.852747,0.565642,0.472646,0.0,0.12082,0.871397,0.0,0.0,0.0,0.0,0.0,0.124417,0.0,0.0,0.0,0.172121,0.535324,0.0,0.110183,0.0,1.388343,0.543147,0.0,0.133172,0.0,0.67825,0.400871,0.228904,0.419894,0.652293,0.0,0.0,1.569859,0.0,0.0,0.0,0.435208,0.0,0.0,0.0,0.170975,0.0,0.0,0.282169,0.804796,0.788578,0.43848,0.0,0.33446,1.620399,0.0,0.0,0.278306,0.728912,0.63091,0.0,0.351148,0.678918,0.0,0.0,0.6987,0.0,1.098892,0.117828,0.298209,0.63801,0.659982,0.0,0.0,0.0,0.13857,0.0,0.502599,0.155661,0.0,0.0,0.665005,0.313792,0.0,0.176684,0.0,0.284592,0.407126,0.0,0.0,0.0,0.0,0.335576,0.307924,0.139177,0.40408,0.539769,0.786624,0.376706,0.642405,0.0,0.0,0.0,0.0,0.475405,0.0,0.0,0.0,0.0,0.32712,0.0,1.009916,0.449424,0.0,0.302128,0.131716,0.0,0.0,0.0
MIMAT0018184,0.0,0.0,0.645572,0.0,0.0,0.0,0.0,0.22386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697287,0.089558,0.0,0.0,0.106815,0.0,0.740785,0.0,0.0,0.0,0.78558,0.0,0.208687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090429,0.201666,0.291097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133831,0.0,0.110183,0.892178,0.0,0.40736,0.0,0.0,0.0,0.0,0.601308,0.0,0.0,0.144954,0.0,0.0,0.0,0.343494,0.0,0.0,0.14507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229942,0.0,0.21924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9316,0.0,0.122099,0.117828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170254,0.127638,0.266002,0.156896,0.0,0.0,0.0,0.142296,0.0,0.0,0.0,0.0,0.0,0.0,0.153962,0.278354,0.0,0.359847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475405,0.0,0.0,0.0,0.0,0.16356,0.0,0.0,0.0,0.0,0.302128,0.0,0.0,0.0,0.0
MIMAT0018185,0.450671,0.0,0.0,0.459061,0.0,0.0,0.0,0.11193,0.0,0.232686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648953,0.0,0.0,0.0,1.723558,0.201458,0.0,0.0,0.0,0.154412,0.0,0.0,0.0,0.126293,0.0,0.0,0.0,0.0,0.12082,0.0,0.0,0.0,0.0,0.317021,0.0,0.0,0.0,0.0,0.416865,0.0,0.0,0.0,0.110183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210303,0.0,0.0,0.226306,0.0,0.542299,0.0,0.0,0.0,0.117828,0.0,0.63801,0.109997,0.0,0.0,0.0,0.27714,0.504114,0.0,0.0,0.170254,0.127638,0.0,0.0,0.0,0.0,0.0,0.0,0.203563,0.711506,0.0,1.135377,0.0,0.0,0.0,0.139177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018186,0.630939,0.469508,0.645572,0.0,0.47861,0.588,0.753308,0.559649,0.0,0.698059,0.0,0.559049,0.84807,0.380056,0.736708,0.0,0.35756,0.874972,0.0,0.358232,0.0,0.0,0.320445,0.0,0.0,1.121233,0.60034,0.0,1.374765,0.386264,1.043435,0.0,0.445864,1.245181,1.010513,1.072031,0.0,0.648953,0.675304,0.568951,0.0,0.0,0.402916,0.180857,0.806663,0.436645,0.154412,0.329677,1.697541,0.0,0.88405,0.0,0.323224,0.472646,0.0,1.208199,0.871397,1.131555,0.0,0.524058,0.317021,0.29123,0.870921,0.680302,1.331089,0.416865,0.860605,0.802987,0.0,0.440732,0.0,0.0,1.086295,0.0,0.399517,0.0,0.339125,1.002178,0.0,0.0,0.652293,1.218675,0.0,0.0,0.686988,0.744138,0.0,0.652812,0.0,0.529832,0.0,0.34195,0.533772,0.0,0.282169,0.344912,0.0,0.21924,0.0,0.0,0.0,0.619472,0.758985,1.113223,0.0,0.0,0.0,0.07023,0.678918,0.0,1.084598,1.397401,0.0,0.366298,0.706965,0.298209,0.63801,0.659982,0.0,1.100938,0.0,0.55428,0.0,0.335066,0.933967,0.681017,1.021102,0.532004,0.78448,0.0,0.530052,0.622926,0.996074,0.610689,0.0,1.209741,0.0,0.0,1.174516,0.461887,0.417531,0.606119,0.359847,0.786624,0.188353,0.214135,0.0,0.524463,0.0,0.0,0.713107,0.0,0.0,0.0,0.0,0.98136,0.0,0.336638,0.299616,0.0,0.302127,0.263432,0.0,1.119942,0.707077
MIMAT0018187,1.98295,2.034536,1.61393,1.836244,1.43583,2.646,3.766542,2.798247,3.276019,3.955666,1.853372,2.795244,2.883441,1.140168,2.210123,1.249545,1.43024,1.895773,1.394574,2.328508,1.248603,0.0,1.49541,1.807928,2.96314,1.681849,0.960544,0.0,1.96395,3.572942,1.252122,1.429892,4.458638,2.739398,2.88718,6.003375,2.46649,2.595812,4.558302,1.706853,0.847304,0.0,5.237907,1.446861,0.403332,1.746578,3.551469,2.307739,2.074775,1.339884,1.26293,2.282196,1.777732,2.126909,1.84488,1.812299,1.742794,1.131554,1.075548,2.096231,1.902126,4.077224,2.239509,1.020453,2.904192,1.94537,2.065452,3.345776,1.702182,1.652745,0.0,0.0,1.901017,1.051934,3.19613,1.203098,1.017375,2.806099,2.517944,4.198941,1.304586,1.218675,0.0,0.0,1.030482,1.860346,1.926355,1.450695,1.336122,2.295941,1.676072,1.196829,1.067544,0.803286,3.103862,3.104214,3.154312,1.31544,2.256064,3.010143,6.481596,2.013284,1.214376,0.834918,0.0,2.103031,2.215228,1.474825,2.26306,1.259961,1.084598,2.794801,0.372888,0.610495,2.474382,1.491045,0.63801,2.529931,0.751156,3.302815,0.957738,1.80141,1.008228,1.507797,2.646241,3.405085,2.552754,2.394018,2.510336,1.793684,1.943524,1.245852,1.707555,4.478385,1.423012,2.419482,1.135377,1.128275,3.020184,1.693584,2.922717,0.80816,3.418543,0.393312,2.071881,6.638185,0.0,1.573389,0.992478,2.286618,1.06966,0.641728,0.940375,1.185808,2.897034,1.71738,4.109153,1.68319,2.846352,1.912152,0.604255,1.778166,2.039454,1.119942,1.17846
MIMAT0018188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.723558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170254,0.0,0.0,0.0,0.0,0.0,0.0,0.142296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065858,0.0,0.0,0.0
MIMAT0018190,0.090134,0.156503,0.0,0.0,0.0,0.0,0.0,0.0,0.192707,0.0,0.0,0.0,0.169614,0.0,0.0,0.0,0.0,0.0,0.232429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120068,0.0,0.0,0.096566,0.0,0.0,0.222932,0.498072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154412,0.0,0.0,0.0,0.0,0.0,0.0,0.472647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121008,0.0,0.0,0.0,0.567394,0.0,0.892178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072535,0.0,0.176611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019727,0.0,0.0
MIMAT0018191,1.802682,0.313006,1.291144,1.836244,0.0,0.0,1.129962,0.55965,0.0,0.232686,0.0,2.795244,1.696141,1.520225,2.701263,0.83303,0.35756,2.187432,0.929716,0.537347,6.243015,3.467816,0.320445,2.71189,3.703924,4.765241,0.240136,3.754224,2.945925,0.096566,1.252122,2.50231,1.33759,3.486507,1.010513,1.715248,0.0,1.946859,1.350608,0.0,0.847304,18.097361,0.805832,0.361716,0.604997,0.0,0.92647,4.285798,1.508926,0.0,0.505172,2.852745,0.323224,1.654263,3.0748,0.0,1.742795,1.131554,0.0,2.358258,0.634042,0.58246,0.248834,0.680302,0.60504,0.416865,0.344242,1.070648,0.567394,0.330549,0.892178,29.155206,0.950509,1.051934,0.266344,1.203098,0.67825,1.803922,2.746845,0.419894,0.217431,2.43735,1.77417,32.967035,0.515241,2.976553,1.541084,0.14507,0.668061,1.059666,0.0,0.256464,0.0,0.0,0.846507,0.689825,1.577156,0.21924,1.128032,0.66892,0.0,0.0,0.607188,1.39153,0.728912,0.63091,1.107614,0.983217,0.905224,0.839974,3.253794,1.8632,1.491552,0.122099,2.003072,1.192834,0.63801,0.549985,0.0,1.100938,2.873214,0.27714,1.008228,2.177929,0.0,0.851271,0.255276,0.266002,0.156896,0.896842,0.176684,2.491705,0.996072,0.814252,9.249578,3.629223,2.270754,0.0,0.167788,1.539622,1.948478,1.21224,1.079538,1.179936,0.565059,1.498945,5.54148,0.524463,1.984956,6.097647,0.237702,3.20864,7.523002,1.778712,5.794068,0.73602,0.513644,0.673276,0.599232,3.824304,2.114892,0.526864,2.039454,2.239884,4.71384
