,0050d8be-1db6-4c17-8bef-3ae2eaaa63ce_01,0477055e-a57e-4bdb-89ab-2999881bdd6c_01,056386db-d338-4fc8-8bb1-249be72fd6cb_01,09f8acfc-4d80-4005-9f40-7485309997f5_01,0a312064-878f-4b69-8bb7-e7f14e6cd7fe_01,0be4fa90-0122-4b26-b35f-7b1a4a16e63b_01,1248516e-7552-4a33-a1ab-2884d551ef32_01,154c7698-c0fe-40da-b0fc-47b6385fcee1_01,15a2baae-d15e-4349-9358-74356a2d2ad0_01,173b805f-3088-43f6-a159-95fff3581fd5_01,17e2bf75-4ce6-4cd7-94a1-434c5aa36549_01,18c3debb-08ea-4ca1-ade4-d577bcee4fa2_01,23cc4cd3-87dc-4342-9072-be3695e393fa_01,262b4693-961b-4006-be4e-e6f38a1cce4a_01,29e038ba-b042-473e-a526-96d41b2830e1_01,2a654463-1d68-4c82-9549-4526aad41870_01,2b794eae-814c-4b5c-b276-be9096b94f94_01,2c2e169e-9f93-41a7-bfc4-ade18bb5d7ae_01,2f6f86f3-6d31-4a8c-b70d-2759b44bac6c_01,2fdb7682-1dce-40bf-8180-d3a5a084ecb1_01,335535a1-e3d4-41a1-bbdb-1d5afd5acfd3_01,38668ba7-213e-4f2c-85d1-c0e2a8ed0ea1_01,3afa9201-61ad-4958-925f-b93912d2841a_01,3cc2d49b-a3a6-4f55-a355-68cbe84f4056_01,3eab80e6-21bc-45dd-a7b5-411a5dad4e9a_01,3f19d238-1b55-4530-a9e2-8fda644d45a6_01,3f691bf4-9558-4454-889e-cfa7d0de96cc_01,4165391b-6122-4e87-ba91-ce935e0b3cf4_01,440421ad-5f1f-4345-86a2-fc25cb7cd453_01,49d8939c-7c23-4a6c-b71a-0c39c262c346_01,4a2f3f77-7eea-4bb1-92bd-2d595e23ab88_01,4c0cf497-abea-4ea5-a207-e26f85f3bd18_01,4d6f70aa-ef52-4f98-a929-5d511601abed_01,4db60b44-21b5-433c-9689-f6aa79b819b8_01,4fc4cba2-7212-4755-b53d-111878b2ff90_01,50072717-861c-4b60-b595-d8ea23bb1c67_01,50612721-2e12-4dc3-8e1e-87624cf9333b_01,51abe033-5fb4-49b5-89ef-c44d0bb1ab00_01,51feca45-114e-4817-99d6-1c9842cd679a_01,5324c178-1b4b-42f8-ac9e-17c5f349a289_01,55536b55-0e84-49a2-b5df-b88431965b3e_01,56c4f5e8-4e89-4ba0-984d-e17f11a401f5_01,57000a6a-b132-4c02-807f-5505ad3e1fdd_01,5b7b3e7c-3230-4675-8fdf-3e5119b02ce1_01,5f18924a-bcd6-4462-9c99-e634bddaf18e_01,5f539ac1-c4c8-46cc-98d7-8951a6ed680a_01,628ecfe9-9e29-4b51-a11e-96d4e9181d86_01,66c564ba-b42d-4be9-9e5f-bf93984569eb_01,66c564ba-b42d-4be9-9e5f-bf93984569eb_11,67ff20ba-1b56-45ae-9310-19dd74401e67_01,67ff3aa1-9d52-4dc8-8501-ecd0d37a8735_01,68d2ab61-50fc-41e8-b3ee-75c70f0f4369_01,6e98a600-252d-442f-9372-ddc7c5338ae7_01,71020ee6-3b76-4e31-b3ce-7e54ce706134_01,7459bec0-1b54-4fd7-90db-8375168e6b1a_01,748fc94f-d496-46b1-a5f4-42aa53de0f31_01,756dd9bf-bf40-4ad2-a78e-9430c2c8ea6e_01,7933b320-ae8c-4d3d-9468-8abb135e93d5_01,7a99a808-5ac7-49b3-87f6-106663eb323f_01,7aef4dcf-0a4b-4848-beab-377394456bee_01,7fc85735-1bf2-4414-973c-e18f030e5ac0_01,80606b1c-e8c8-4c3d-8475-3d846a84ca98_01,81186204-5cc8-48e3-994b-4d3cb1f59c65_01,81fdc97f-8bad-4286-9d36-9a887c6b59a1_01,82505b35-d771-4fb4-8ec4-54a2e5a8ad79_01,85d1afdf-6164-49e1-b599-71512c5acd99_01,8889f7a6-3f3d-417b-bf3e-9a2155c4786c_01,88c0af76-b1ba-478f-a42b-8a50c0568d5e_01,8cc1e08d-75b6-48da-90df-e6af23cb4c35_01,8cc1e08d-75b6-48da-90df-e6af23cb4c35_11,9084a558-11ea-448c-9f9d-0f90a94a29af_01,91f67f4e-b8b1-4455-83a6-4d96d04e8ca9_01,9291a2cb-98e6-43b9-8cbf-889e6da9bffa_01,9627ff18-f5ee-4b34-a823-35ebe3c00a3f_01,96e5c81e-8edb-4e6c-84fc-f127142f2835_01,9b116a89-ba1a-4b7f-bcc6-2dcd950269ec_01,9bbd057c-5a3b-4e04-8df7-c2f0c1823084_01,9cabde13-0cbb-4502-9dc1-4c9bd8a68313_01,a4f4c331-97a3-48c4-aa3e-27304c1eb611_01,a653b0bb-aacf-4b11-bb11-42e043e49bf6_01,a6885883-f1a2-48dd-8d72-0038319069a1_01,a8117654-b223-4301-9c4d-530fbc55ea72_01,abdbdba3-807e-4192-88a6-41dd6d9309ab_01,acaaed1a-2667-4c56-919b-daf5574371bb_01,acfba23a-06eb-4ff1-be60-0452a13a4978_01,add338c1-8b31-4378-9a44-19bf646c972b_01,aea15ea1-38c2-4d0e-824d-e3495271b05d_01,afc984dc-588c-4277-88aa-5d82dd8bd40c_01,b1774c5c-7a6f-4bf6-8539-15a35f1457e6_01,b1fa64a6-f86b-43b6-a488-54fe6fe85e9c_01,b2cab6ab-3b4a-408c-a331-9353dbc4fc0d_01,b39f3099-62b0-41c1-85a2-61989cee0b60_01,b7e1a4f5-9173-41c2-8079-c5ce59c8d190_01,b8348adb-17dd-4849-bd4f-c2e7e15db1f4_01,b9d753e0-6caf-4569-88d1-af4b76b255a9_01,bab3ce0b-d318-4791-aa17-d815ea23b62d_01,bb9bb553-f304-4d14-a655-5c3bf4720a9b_01,bd06627d-1e86-4212-b53b-082686abee7e_01,bfe41ba3-2bcf-4760-ae65-cd417e22393f_01,c1f7e0cd-24b0-4c45-8e60-1ff669a692ab_01,c7ff8f16-9b89-4efb-8c06-b866a8b26d7a_01,cd458290-f27b-479c-9b78-0af23e7f63d9_01,ce6eee0d-6f27-4516-95a4-b1b604de9776_01,cffd89d3-0d36-4b30-a676-e9d66e2c764b_01,d04d927b-bb66-435f-bb8f-dd71145c5eec_01,d2385e2f-82e3-4ac3-bde2-0bf2daa46860_01,d3189c8e-ffe0-41ff-9c7b-64da4c83b991_01,d3bf7bb0-086b-4aab-8048-abc0d91948ad_01,d542aa45-86cf-462e-abbe-76a3354e707e_01,d6b1516a-8271-4071-8c56-d4538de63892_01,d8e19e8a-7442-4b6b-8f4a-d02dca5c9894_01,d9816402-1073-4b19-ba16-1c7e7c00fbb3_01,dd240b82-b1d6-4c0f-aa3e-6fcfe1364ec1_01,e0df61c1-c93a-419a-b99c-1e97e0cabed1_01,e464f16e-151c-4754-a8ff-e35b31d4c76f_01,e687f26d-f092-4116-9f9f-a2a2b9fc9b0d_01,eddb3067-a0e5-461f-a8b8-95081ec67de0_01,eeaa0fa3-408c-4e0f-a18a-095514173ff1_01,f4ee567b-ea34-4bd0-96c9-398e2045d5fd_01,f6051ac0-3d70-4cbb-8c1c-99c9efeacb0f_01,faa4ad8d-97c1-41b3-bb5f-534e8f6d6aef_01,fac44b50-aa8c-498e-88af-4eb5c2f5f67a_01,fbc5debd-f117-4ade-81b0-45d49fdd50a1_01,fc9b7bf7-e649-4163-ad5a-b741785d3b79_01,fd15ff57-f121-40ea-a3b9-b66cbf34c1e0_01,ff0e9d4a-2b62-4a15-b71a-2887d8747ae6_01
MIMAT0002837,65.573245,61.58006,0.428253,73.922389,0.229577,62.752476,0.0,45.257994,28.206646,0.678321,99.337564,43.980699,49.253365,35.240604,0.171614,0.0,0.357143,0.568332,173.968001,108.088561,0.185379,99.730829,0.93625,1.088241,30.200473,0.0,0.0,0.0,0.0,0.0,57.731487,59.25833,0.316193,0.0,0.0,0.407701,52.739513,0.0,95.234539,41.863597,30.433237,0.530343,0.0,0.292643,0.0,0.0,63.39616,26.726446,0.0,0.35063,92.828062,0.187719,0.15748,64.558588,0.0,73.676414,59.897729,0.246857,0.29114,0.0,0.087476,0.108362,81.920252,0.0,43.43338,0.149042,0.116121,0.097469,0.0,0.202136,0.277091,0.0,99.958483,35.264628,78.78891,59.573133,85.112585,0.096027,38.501985,0.161563,0.0,57.206427,56.686208,0.0,0.0,78.767877,61.791933,55.765557,76.147899,43.659701,0.892246,47.663157,61.502242,0.13708,65.733131,123.368679,0.427437,0.39309,184.668886,0.463368,86.256442,108.897192,75.125157,206.537857,0.157728,31.695578,90.794861,14.513979,0.0,0.369819,61.005577,46.15466,0.172889,0.0,112.752796,46.318206,0.0,0.0,68.973188,0.0,68.242066,27.051109,0.30133,24.372452,0.0,0.0
MIMAT0002838,792.908682,686.03818,1.570262,394.956764,0.918307,440.975938,0.743671,415.116371,391.574604,3.798597,774.016897,734.218949,513.117126,362.79096,1.029686,3.23998,1.250002,5.683317,1869.527096,1179.267595,1.112274,1171.795041,2.028543,5.441204,370.479068,0.533685,0.232129,0.693404,1.574169,0.472822,600.122342,717.082781,1.106676,0.865008,2.786735,1.494903,127.365159,0.933887,1120.306854,490.402113,259.823755,2.651712,0.868234,2.048501,0.313376,0.959162,703.957339,373.96466,0.652307,1.753149,879.106148,1.501755,0.944878,779.829769,1.826293,740.61422,496.929291,1.110855,1.16456,0.592104,0.349904,0.758533,644.951314,0.996962,475.871292,2.086586,0.348362,0.292407,0.533976,0.606408,1.939637,0.801118,929.061978,331.032466,578.055404,457.867218,632.518813,0.480137,262.940377,0.323125,0.572956,458.830933,1272.290453,0.0,1.512446,697.085145,469.668509,449.479645,918.863009,341.506459,4.461229,568.589473,869.765426,1.233716,514.448228,1173.809878,0.854874,2.75163,1229.864024,2.548526,728.167716,662.35686,859.895735,1698.324889,0.630911,434.746446,600.756601,198.536885,0.821967,2.403822,493.972302,526.844966,1.210224,1.648854,1629.747694,432.861297,1.853581,0.868801,445.533594,1.39101,887.833858,378.208303,1.054655,462.598718,2.186257,1.01052
MIMAT0002839,68.889593,71.773586,0.0,55.489793,0.0,46.598373,0.24789,68.389857,27.495554,1.220978,62.613619,38.634025,46.459889,35.921583,0.0,0.563474,0.178572,0.568332,225.442405,109.40471,0.0,123.524477,0.312084,2.611778,31.845054,0.0,0.0,0.0,0.0,0.0,83.568103,106.266141,0.158097,0.173002,0.199053,0.0,47.723938,0.0,122.686026,87.315499,24.346589,0.0,0.0,0.097548,0.0,0.0,82.994971,29.604678,0.130461,0.35063,63.426089,0.0,0.0,78.229817,0.365259,73.501411,51.023989,0.123428,0.0,0.0,0.087476,0.108362,81.578916,0.0,50.844634,0.596168,0.116121,0.0,0.177992,0.0,0.554182,0.20028,68.805777,26.976627,66.130025,50.21421,66.154794,0.192055,51.273373,0.161563,0.114591,58.582529,83.279738,0.0,0.378112,89.537747,68.27012,49.517963,77.551548,29.247762,0.892245,59.452631,67.567552,0.13708,48.607921,116.973158,0.0,0.39309,147.995373,0.0,93.681673,93.375099,141.31191,244.889544,0.315456,37.540152,78.973469,18.276862,0.164393,0.0,63.47544,74.73908,0.172889,0.0,108.054761,43.713969,0.0,0.0,38.184281,0.0,117.477113,38.716897,0.0,31.06293,0.485834,0.202104
MIMAT0002840,174.40976,224.257546,0.428253,184.517964,0.0,133.426674,0.0,129.488148,45.035821,1.085313,259.881698,160.572666,173.783508,82.398321,0.171614,0.422606,0.178572,0.568332,441.983221,464.92888,0.0,302.061223,0.156042,1.523536,70.118919,0.133421,0.0,0.693404,0.629668,0.236411,295.962952,394.580714,0.47429,0.346003,1.194317,1.223102,32.601228,0.186777,627.22092,166.736719,91.870332,0.530342,0.0,0.585286,0.0,0.479581,215.386949,58.592593,0.260922,1.051889,107.978425,0.563158,0.31496,277.412049,0.730517,1.57503,119.003157,0.246857,0.29114,0.148026,0.349904,0.108362,201.21662,0.0,105.825779,0.745209,0.464483,0.0,0.177992,0.404273,0.277091,0.600839,152.697313,55.903373,113.322354,159.641598,224.531344,0.096027,136.353369,0.161563,0.229182,181.251979,230.243982,0.147898,0.567168,270.513805,112.247038,101.696939,369.159399,77.852736,1.784492,132.378947,360.643321,0.274159,110.881411,284.461664,0.142479,0.982725,300.131307,0.463368,392.918509,423.704663,162.487415,304.007263,0.157728,97.109857,222.307852,35.836983,0.493179,0.739638,279.341335,55.595386,0.691556,0.206107,323.381278,136.350381,0.0,0.2172,100.063946,0.198716,190.528182,136.608093,0.0,84.905342,0.242917,0.404208
MIMAT0002841,596.188943,848.99494,2.284018,620.564056,1.377459,803.977265,0.619726,374.384178,411.722208,1.62797,1221.317335,1114.695106,869.652666,398.542299,0.686457,0.422606,1.607145,1.704995,2907.142693,2022.095145,0.741516,1872.10458,0.624167,3.047074,542.262946,0.667106,0.928517,1.386808,0.629668,0.472821,1016.537398,1130.466617,1.422869,1.730016,1.59242,1.630803,22.418092,1.49422,1942.94072,649.483774,378.798686,4.419519,0.52094,0.877929,0.313377,1.119023,839.149147,700.644066,0.652307,1.051889,1558.689741,3.191228,1.889757,955.467105,2.73944,1434.327539,1007.169188,0.863998,2.620261,1.036182,0.787283,0.866895,934.573537,1.993923,1014.824399,1.341377,0.696724,0.292406,1.245943,1.010682,1.662545,1.602237,1219.125553,324.694583,566.915584,803.247401,1003.380609,0.288082,385.58328,0.323125,0.572956,701.810809,1447.247885,1.331086,2.646781,987.238126,340.478524,491.130268,1354.169317,392.230834,1.784492,959.831579,1150.953188,1.233716,906.079295,1109.947353,0.854874,5.306715,1573.648637,0.926737,745.61701,1065.931308,882.135333,2510.632303,1.104094,735.517256,862.633284,332.746383,0.98636,2.588732,805.174853,392.052377,0.864446,1.442747,3381.644252,664.638339,1.588784,1.520401,765.194892,0.794862,970.73194,691.832087,2.711972,407.004038,0.485835,1.616834
MIMAT0002842,93.762204,118.412451,0.142751,95.427085,0.229577,105.156996,0.0,61.349723,44.087699,0.678321,104.965753,69.851696,73.218432,44.093316,0.171614,0.563475,0.357144,0.94722,221.765661,170.441017,0.0,128.418206,0.468125,2.176481,50.084941,0.0,0.0,0.0,0.0,0.0,103.168302,122.790101,0.0,0.173002,0.796211,0.0,61.478767,0.0,158.073722,85.640957,34.047184,0.176781,0.0,0.292644,0.0,0.15986,90.394524,41.117609,0.130461,0.175315,137.508791,0.187719,0.472439,114.686431,0.365258,109.3771,66.711491,0.123428,0.0,0.0,0.087476,0.0,119.979033,0.0,66.356557,0.447126,0.232242,0.0,0.177992,0.202136,0.277091,0.0,114.553648,45.177727,81.421959,87.469916,90.641941,0.096027,55.59311,0.0,0.114591,93.574775,122.820118,0.295796,0.0,104.74227,71.260053,65.94682,130.539256,43.094528,1.487077,78.147367,128.463259,0.41124,75.766082,193.812102,0.0,0.196545,224.536546,0.231684,171.77036,130.482605,140.141405,298.394822,0.157728,55.973041,94.078582,28.490402,0.0,0.184909,89.655972,57.16884,0.0,0.412213,179.308263,52.828797,0.0,0.0,84.82042,0.198716,99.386093,51.058964,0.150665,35.36395,0.0,0.0
MIMAT0002843,90.898087,65.070994,0.142751,101.187268,0.0,92.109453,0.0,100.573319,23.703065,0.271328,143.096745,51.39705,73.071409,54.478227,0.0,0.281737,0.178572,0.378888,472.558243,107.924041,0.185379,168.749286,0.468125,1.08824,53.822623,0.0,0.0,0.0,0.0,0.236411,76.618946,121.650516,0.158097,0.0,0.796211,0.1359,113.382349,0.0,153.780364,63.871887,44.318401,0.176781,0.0,0.195096,0.0,0.31972,74.195504,36.389083,0.0,0.35063,172.431657,0.375439,0.0,104.433009,0.365259,150.502887,99.195708,0.246856,0.0,0.148026,0.087476,0.325086,102.400315,0.099696,87.383825,0.149042,0.116121,0.0,0.177992,0.202136,0.831273,0.0,138.715391,63.053804,79.193995,131.924794,103.8729,0.096027,60.851918,0.161563,0.0,91.215746,60.535273,0.0,0.189056,121.425012,69.266765,80.75593,74.919708,58.354228,0.0,83.873684,107.234675,0.13708,107.594756,128.095804,0.0,0.39309,239.560856,0.231684,86.875212,228.708357,97.258348,552.264274,0.315456,59.569702,135.289268,13.976424,0.164393,0.369818,133.372522,83.655322,0.518667,0.206107,147.518239,55.805067,0.264797,0.0,125.72137,0.596147,121.599118,45.817814,0.30133,31.700118,0.242917,0.404208
MIMAT0002844,794.7176,822.184573,1.713013,535.121295,0.68873,714.819045,0.743671,515.689691,381.382288,8.004185,1108.050002,710.072682,503.854554,481.28111,0.858071,1.831293,1.07143,5.114986,1881.911915,1659.661198,1.112274,1151.038878,2.652709,11.100055,331.158649,0.266842,0.928516,1.617943,1.259336,0.945643,765.476716,685.459345,2.055256,1.038009,2.189578,1.630804,457.405058,2.054552,1421.882894,538.963884,357.875837,2.474931,0.52094,1.950954,0.783441,0.799302,700.157572,357.92879,1.043691,3.681612,937.653309,3.754386,1.889756,797.298564,2.374182,748.664373,440.993055,1.110854,1.164561,1.332233,0.349904,0.433448,765.101017,1.29605,466.391784,2.533712,1.161207,0.292407,0.889959,1.010682,1.108364,1.401958,1019.699178,292.680154,610.968508,661.063792,656.018576,0.864246,436.481026,0.646251,0.343774,575.406229,1299.233896,0.739492,3.213949,757.692063,668.623579,496.567987,1054.139576,423.739293,13.086277,651.789474,1097.942379,1.233717,576.202775,1011.975383,0.284958,3.341265,1268.548666,0.463368,1167.122662,755.97449,1383.856457,2359.096373,0.63091,535.452966,836.856081,227.744024,0.657574,3.328369,620.676197,474.396487,1.383113,2.679387,1763.954841,523.265504,0.794392,1.086001,597.214237,1.987155,790.050763,460.714184,0.60266,358.099833,0.97167,0.404208
MIMAT0002846,91.04883,64.372807,0.142751,101.379274,0.0,92.109453,0.0,100.950468,23.703065,0.271328,144.222384,51.741996,72.483309,54.478226,0.0,0.281737,0.178572,0.378888,471.977704,106.11434,0.185379,170.099279,0.468125,1.08824,53.523609,0.0,0.0,0.0,0.0,0.236411,76.975314,123.359892,0.158097,0.0,0.796211,0.1359,114.370264,0.0,153.650261,64.111107,44.223297,0.176781,0.0,0.195096,0.0,0.31972,73.995516,36.594671,0.0,0.35063,173.587193,0.375439,0.0,103.863374,0.365259,151.202901,98.878788,0.246856,0.0,0.148026,0.087476,0.325086,103.765652,0.099696,87.211471,0.149042,0.116121,0.0,0.177992,0.202136,0.831273,0.20028,138.592743,62.403765,78.68764,131.384856,103.477946,0.096027,60.664104,0.161563,0.0,90.625989,60.885188,0.0,0.189056,122.480882,69.266764,80.640234,74.217884,58.636814,0.0,84.547368,107.598594,0.13708,107.421774,127.354294,0.0,0.39309,239.442554,0.231684,87.370227,228.708356,97.577576,550.767623,0.315456,58.445745,134.304152,13.976424,0.164393,0.369818,134.360466,84.44205,0.691556,0.206107,147.674839,55.61905,0.264797,0.0,125.872296,0.397431,121.370118,46.155953,0.30133,29.629256,0.0,0.404208
MIMAT0002847,210.135874,388.191765,0.285502,189.510123,0.459154,268.406629,0.24789,136.025415,181.328434,10.446142,452.0844,300.79348,187.897905,206.847029,0.858071,1.690424,0.357144,2.841659,1463.343743,708.580569,0.556137,887.114994,2.80875,10.44711,231.437286,0.133421,0.696387,0.231135,0.0,0.236411,505.150486,456.688001,0.47429,0.173002,1.791473,0.815401,128.0491,0.373554,1092.855367,395.670779,105.279979,2.121368,0.0,0.975477,0.470065,0.0,588.764321,189.963356,0.391383,1.928464,504.840861,0.938596,1.102358,346.147959,2.374181,362.956968,243.393939,1.234284,0.58228,0.296052,0.349904,0.108362,313.003627,0.996961,272.148052,1.937544,0.348362,0.194938,0.177992,0.202136,0.831273,0.400559,383.399042,199.562037,232.51843,420.251554,236.182487,0.192054,170.535616,0.323126,0.229182,218.603256,754.41645,0.887389,2.646781,272.83672,203.813712,233.127795,477.591198,117.132336,12.78886,408.421053,299.262385,0.548319,302.891341,578.006824,0.569916,1.96545,489.532257,1.158421,325.967668,515.139499,539.709338,1550.71767,0.315455,228.387999,294.221324,100.522737,0.328786,2.034003,222.781509,324.65608,0.518667,0.61832,814.952146,218.941879,0.794392,1.086,260.951077,0.397432,546.394529,172.788953,0.60266,210.909332,0.728751,0.404208
MIMAT0002848,146.974517,151.227223,0.428253,115.779742,0.0,125.66028,0.123945,108.870619,60.442812,3.255939,186.152401,115.039709,84.98043,67.416808,0.171614,0.704344,0.0,2.462771,360.514334,304.688,0.185379,274.04884,0.780209,5.441202,74.753645,0.0,0.0,0.0,0.0,0.709232,194.754667,191.734887,0.47429,0.346004,0.995263,0.1359,102.819248,0.0,274.124556,144.489208,46.125373,0.530342,0.347294,0.682834,0.0,0.0,177.989215,46.874075,0.130461,0.876575,153.557903,0.563158,0.0,142.598527,0.0,132.82755,91.906567,0.370285,0.87342,0.0,0.174952,0.216724,137.045754,0.199392,84.453797,1.192334,0.464483,0.097469,0.0,0.0,0.277091,0.600839,153.801152,73.941959,127.804121,134.984438,111.969456,0.096027,115.505952,0.0,0.0,90.62599,301.276699,0.0,0.189056,147.18823,172.419422,104.35795,202.125299,77.146267,5.650892,139.957894,146.901803,0.274159,88.566743,287.705769,0.0,0.589635,242.5184,0.0,266.565817,223.615169,323.910733,493.333633,0.315455,68.786148,159.096242,34.761873,0.164393,0.739637,129.173757,137.415013,0.864446,0.412213,230.203624,100.077086,0.264797,0.2172,94.63061,0.0,218.924211,72.868922,0.150665,88.728473,1.214586,0.202104
MIMAT0002849,94.817407,85.039131,0.142751,48.193557,0.0,38.210667,0.0,41.989359,49.065342,0.678321,79.216781,51.397052,44.40154,31.154738,0.0,0.140869,0.0,0.568332,159.454542,129.475947,0.0,107.155796,0.468125,1.088241,35.582735,0.0,0.0,0.46227,0.314834,0.236411,57.553302,69.799477,0.158097,0.0,0.597158,0.1359,34.729044,0.0,103.951362,50.236314,34.047184,0.0,0.0,0.195096,0.0,0.0,55.59663,25.492918,0.130461,0.175315,70.872878,0.0,0.15748,71.963838,0.365258,61.251177,40.724117,0.0,0.29114,0.0,0.174952,0.216724,50.176154,0.099696,34.126228,0.447126,0.116121,0.097469,0.0,0.202136,0.0,0.20028,81.070621,32.664471,78.485098,46.794606,51.738972,0.096027,33.994435,0.161563,0.0,42.659088,96.226589,0.295797,0.0,77.078485,77.862818,41.534926,86.675259,45.21393,2.379323,43.11579,82.609518,0.13708,47.915993,103.625981,0.142479,0.39309,114.98921,0.463368,82.420072,73.244882,93.746833,182.965602,0.0,41.136815,75.033005,18.276861,0.0,0.0,51.620105,47.203631,0.345778,0.0,117.450828,42.411851,0.264797,0.0,49.654658,0.0,74.196073,41.929215,0.0,43.806697,0.242917,0.0
MIMAT0002850,14.471336,16.197929,0.0,13.440434,0.0,14.445496,0.0,15.085998,5.688735,0.0,16.743867,12.590553,10.438773,8.341977,0.0,0.0,0.0,0.568332,47.410636,25.993899,0.0,28.349881,0.0,0.217648,10.316003,0.0,0.0,0.0,0.0,0.0,22.629316,21.652083,0.0,0.0,0.0,0.0,11.399029,0.0,35.647901,16.506218,6.181751,0.0,0.0,0.097548,0.0,0.0,25.198474,6.784405,0.0,0.0,20.286078,0.375438,0.0,16.709282,0.182629,16.100308,15.687502,0.123428,0.0,0.0,0.0,0.108362,22.869403,0.099696,11.720119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.661375,5.687845,14.279223,16.378112,15.995637,0.0,12.959205,0.0,0.0,15.726853,13.996596,0.0,0.0,16.471568,13.205536,15.73468,23.160192,6.075621,0.0,16.168421,12.979763,0.0,13.49259,28.640814,0.0,0.0,37.146722,0.0,22.77071,22.070477,35.860027,67.723463,0.0,10.565192,20.194878,4.479623,0.0,0.184909,15.560127,13.636605,0.0,0.0,21.610952,10.416948,0.264797,0.0,14.187044,0.0,29.541029,8.960678,0.0,5.256802,0.0,0.0
MIMAT0002851,675.178326,694.137144,0.856506,337.546911,0.0,269.338596,0.74367,299.834214,448.698987,3.255939,856.188479,601.586961,538.993524,344.404557,0.0,1.690425,0.535716,6.251652,1504.755477,1041.894762,0.556137,921.877347,2.340627,3.26472,301.556207,0.0,0.696387,0.693405,0.314834,0.0,641.460936,565.803099,2.845737,1.038012,4.180107,2.446206,502.925181,0.0,989.944822,447.103197,321.355951,2.121366,1.041882,1.463217,0.0,1.43874,587.964369,297.280314,0.782766,1.577835,538.479801,1.126314,0.47244,634.572945,0.547887,606.38664,378.876897,1.110855,2.62026,0.888156,0.262428,0.975258,443.905359,0.897264,325.405649,3.129882,0.696726,0.292407,0.0,2.425635,1.662546,0.0,805.554995,250.59012,507.671991,451.387965,515.414955,1.152324,211.854819,0.484689,0.687546,329.0844,806.203857,0.887388,1.134336,605.64684,567.090471,459.892299,1074.667928,367.080588,0.892245,473.431578,1178.125771,1.64496,440.238989,672.920067,0.0,3.53781,864.548511,1.390104,781.629385,555.885,751.783614,2006.073784,0.473184,430.924992,592.547298,166.641969,1.47954,1.664184,359.364846,368.975043,1.556001,1.236642,1927.759591,396.774027,0.0,0.6516,385.766889,1.192296,750.891723,325.120497,0.90399,469.767087,0.728751,0.0
MIMAT0002852,883.203796,930.822411,1.998516,639.764676,0.229577,636.689107,0.619726,644.549251,453.202569,26.318849,1130.42206,799.758814,579.866461,505.28558,1.544528,7.888646,2.14286,17.239394,1826.76077,1859.715522,0.926895,1431.500191,9.206456,36.129588,416.826325,0.533685,0.0,1.386809,0.944502,0.709232,960.231383,764.375489,2.213353,2.249021,9.554524,2.582105,368.7966,0.74711,1400.155889,524.132213,349.696906,4.242737,1.215527,5.657765,0.626753,1.438744,777.552881,369.64731,0.91323,2.629723,1020.980302,2.440351,2.834636,873.059966,1.461034,800.290365,578.219065,1.481139,2.329121,0.888156,0.787283,0.866895,844.461258,1.495443,509.652809,9.389637,1.277327,0.194938,1.95791,0.808546,2.216727,1.401957,1034.049047,325.344624,849.968292,656.384333,823.676545,0.480136,462.211619,0.969376,0.802138,556.927182,1193.209693,1.77478,2.646781,951.760906,741.004855,610.181631,1334.167335,474.746257,34.797597,711.915788,981.245818,0.685398,551.120396,2000.500521,1.567269,3.9309,1819.361179,2.316841,1231.350914,962.854902,1195.192289,1952.007261,1.104093,467.341189,961.637446,239.391044,0.657574,2.773641,723.17545,529.46739,1.383113,1.442747,2034.248346,558.050665,1.588783,0.6516,627.852217,2.384587,942.793912,453.275127,0.60266,565.504631,1.457504,1.010521
MIMAT0002853,289.878972,362.079583,0.285502,229.831428,0.688731,229.10867,0.0,210.072519,140.559166,4.612582,419.440896,251.293638,199.071802,149.474642,0.514843,2.253898,0.892859,3.031102,848.747112,661.857358,0.370758,663.522193,1.248333,7.182388,181.352344,0.133421,0.0,0.693404,0.0,0.0,457.040918,398.85415,0.790484,1.03801,1.990526,0.543601,162.246187,0.373554,672.886662,315.292675,124.110543,0.530343,0.173647,1.26812,0.0,0.15986,362.178053,103.410788,0.521845,0.525945,293.249374,0.375439,0.944878,281.209612,1.095776,269.155166,206.155935,0.493713,0.87342,0.296052,0.0,0.216724,277.846187,0.398784,141.158491,1.937544,0.232242,0.0,0.533976,0.808545,1.108364,0.801119,352.368984,179.085803,298.952269,371.477176,238.157256,0.480137,195.327138,0.161563,0.229182,176.337338,496.879111,0.147898,0.945279,288.885937,350.071226,267.026774,450.220067,140.021888,6.245722,266.105263,242.733698,0.548319,175.74963,708.049087,0.427437,1.768905,537.68103,0.926736,501.450643,445.775141,559.927157,1154.479279,0.946366,157.353936,331.327363,100.343552,0.821967,0.924546,255.136693,280.337116,0.172889,0.412213,575.978863,196.61985,0.0,0.2172,223.3705,0.198716,412.887401,156.220148,0.30133,241.494371,0.97167,0.808417
