,014d4b17-d683-438b-9287-33fcec82bf5a_01,01b18f83-da8a-4d3f-b722-f00fe7559c60_01,029cc59c-60df-4411-a044-3a2eeee7b110_01,15d19ccc-52b8-41f6-b1c1-2cc55691aed5_01,1a2ce30c-5891-4bf6-8c97-6d1f34d4fe48_01,1d00217f-28df-4d91-aeb9-0d9a83a907e6_01,1dbd7b0e-9234-47d9-bdca-5b17f5af619b_01,2112a42a-9b85-475a-a31b-4ce7751cdeb9_01,22e7816d-4be9-4f84-b487-baa6ca35452d_01,2bf47a88-df0a-4102-af2e-998c3d252b9c_01,31771082-c094-4749-a9c7-80b67762f4d1_01,339490ef-6cf5-4d05-81b1-5e339e95f678_01,367869f9-bbe7-4e57-a16f-f2b63f2de697_01,39af6e0f-908c-4b2b-97b8-a4d1966e47e1_01,39e494bc-7710-4f9f-98b0-0f509f7aef1a_01,3a161c85-2544-4283-a10d-e332c9dd1692_01,3eb7aded-8887-4c27-a464-1b50ec090133_01,411ddf79-fe92-44ad-8d10-eeb703f11be7_01,418152bd-7d33-4f0a-b890-2356b30d6f44_01,4464418c-ec35-4826-b3d5-152ac2a27a04_01,4480d290-5e8a-4289-8e3c-de087e0de412_01,4498044c-1607-403e-867e-befd7fad275a_01,4b9fd822-17aa-4a22-8e17-175a72931d5d_01,4e531546-56f1-4165-94a2-ee45abd5e0f7_01,5019e7f1-db46-4a07-9e7b-b6e5d1481b84_01,5383fb57-69c2-4b34-af7f-c67208efb2b5_01,56ed4ea2-18ce-48d4-bf72-9ffabe576ca9_01,5e54122f-1c4d-45cc-8842-cd1c1df0eed8_01,60d7b6cf-d605-4837-9061-612f6bbb7393_01,6103e640-8b62-4e39-908b-b62a0debeb0e_01,64422cc5-5e5b-4ef9-a9e2-214cebf8dfbc_01,64bd88bd-1d5a-4569-9f46-f668d448c336_01,6be5176c-4980-4663-adff-d04f05737da0_01,711eb720-4cb7-48de-9350-5c729bf9f0da_01,7289bc25-2551-4c6d-b2fa-c7e13859b9b3_01,73b3e4dd-c53d-4fe3-8607-ee462c9cbbd1_01,743fc661-9ba2-4fa8-966e-508fb4b965e0_01,78039723-94a9-4903-8bb4-c00852e8e889_01,7f1e74d4-8789-4954-8a63-b0ca5f0373c3_01,892e7630-b11e-47bd-987c-327d33258e11_01,8de236f1-c029-44df-a2a9-319145488baa_01,8e6d3005-445a-4b7f-95ec-a988a121c628_01,92fca97d-6123-46a7-9c34-7a6f877fe612_01,94f3d9b0-0ee4-4f6a-a8ff-ce7a4d8fab76_01,9752c320-79eb-49ea-aa1f-d7a79bead901_01,995fcbf5-90aa-4d4a-b57b-46a7129209e0_01,99d1bfcc-1989-4dd2-a5e9-78e08f6ce7cf_01,9b1ecfb2-9dfb-4e71-b51a-d2a0c5a7940e_01,9dc5cc23-c903-4fe2-8354-64f8316ff0d4_01,9e35ef82-55b0-460b-8ab9-8cd708efa3b1_01,9f57834a-4dc4-45ed-97de-ed4da9d0598d_01,a08e4c1d-5d92-43ec-b0b9-87b2286d685e_01,a18d3ba3-e2f4-4144-9c25-2019cad193f4_01,a6ff0b7a-1d04-4a64-af43-5011a4487cb2_01,a83802da-0219-4cf1-9560-16295363491d_01,a9f956a0-660f-4185-a843-d9911d2484de_01,a9fe64a9-6d22-4e9f-96f3-f16af7d298f8_01,af04ca52-8b71-497e-8135-6ddfca9ab221_01,b224e42d-8b6d-4578-963c-bf528b954900_01,b26cb5f2-4ff0-4476-8d02-7256ace7d8a3_01,b533e555-90cf-4657-80c6-15b67da8ad26_01,b5c516ba-4785-41dc-bd07-b129d47808dd_01,bbf07e1f-8c17-4c2e-89ed-38332d82e455_01,bcb87378-9f43-45e4-bdf2-f6dfa6ac5b8c_01,c510a423-6ab1-431e-9248-d2ac91fdedba_01,c9bfc2a7-0914-4080-a0a3-1c6a4e58e1ab_01,cba920f4-c57f-47bc-958d-9b7872df01c8_01,d8e15178-d8c5-4e4e-895c-57ffe5bc80c2_01,d9ccba9b-6bf0-44d9-8097-a97ab747f0bd_01,da6f0ed2-a6d5-4d87-823e-122ebd59aaba_01,df291bbf-fc62-4c40-9582-289ac78225fd_01,df685f8c-645a-47ae-a471-63bf1973a0ae_01,df941bc1-6356-4f2e-a3f5-ae190266b441_01,e00ce846-9a0e-48b5-be9f-84d443a0f78a_01,e21d8018-8fe9-4c92-8b36-28d7d3f7df2b_01,ebdabfcb-1c68-4ca1-8b7f-3ea9cdac3a6a_01,edbf6720-467e-4928-b1cb-0e7336358d18_01,eeab0529-31e6-4edb-bd2c-a21f2a169381_01,f78d8541-b317-4c8a-aa66-f172a8eaf14f_01,fa9089fa-9af9-4932-8ab7-0e7f2fd6b121_01
MIMAT0000082,5005.690788,3490.150825,4477.400838,5660.66653,3469.763639,8784.581152,2503.55359,4669.18044,4910.498269,1974.412192,3921.391577,7973.189897,4976.632081,2683.91544,3630.488243,4117.19961,4659.990546,2871.313556,3435.856356,3566.419991,4564.675152,4554.172333,4008.399658,6711.334923,3322.401291,3436.510992,2894.21056,7992.66646,8761.985122,6823.636706,4025.710092,4233.436885,2794.800243,3282.563434,4291.511026,5128.575723,5380.257832,3264.468116,4826.558219,1736.084783,3273.914892,7985.921416,4144.468308,1957.580821,3447.83002,2921.213205,2064.081009,4447.286129,6522.428231,4406.44688,3455.704964,1327.131008,5268.511615,2681.049733,5370.161174,7352.120399,4319.72914,4338.674178,3076.785183,4735.391116,1529.193771,2733.2743,3008.88017,4665.846791,2802.963976,4688.557264,5707.254821,5003.036925,3344.925856,2440.878213,2805.018536,2297.991081,2726.795086,1381.365369,2196.513222,6114.306611,1666.492962,4193.23283,5374.676274,3024.503207
MIMAT0000083,578.249917,816.049382,960.403637,1103.745749,665.376216,1018.483719,515.024538,737.629848,1338.372973,347.129767,1036.418301,2121.064728,1039.132191,850.361987,375.782211,883.124569,309.619815,454.496691,660.17772,2628.751256,680.615656,1044.446216,424.251399,1556.151612,887.793064,464.437151,381.336095,797.988728,1842.721019,1152.973255,529.955209,935.864169,456.590446,556.415088,1442.667646,974.093461,1258.529748,669.914688,1265.048318,531.43979,810.922453,2519.867596,1320.943429,479.816408,1494.667468,554.374875,621.498555,1849.314492,1013.158737,1126.830785,1253.563037,458.322398,1771.571003,571.728864,928.72561,1885.568989,735.405522,560.740477,744.698233,883.590304,522.901218,490.826277,618.712707,753.777664,440.12731,1030.715813,1426.945609,1052.091956,806.174472,341.145127,560.459043,450.522628,529.848372,370.508048,366.465046,1326.726569,496.995795,578.672608,1063.786055,748.196044
MIMAT0000084,371.437297,950.389586,721.578012,257.641928,374.538329,522.815987,1268.352747,648.520201,401.707562,889.676325,1109.132985,1569.528679,456.55236,514.668971,473.001128,836.461694,351.714817,291.73774,580.40445,260.879328,446.0532,465.358814,1053.352845,570.099096,399.591108,903.972049,614.14512,446.419318,473.689884,1660.011787,533.20437,798.457102,688.848362,584.973604,446.562075,1781.070424,270.178197,707.500115,189.247389,645.766737,922.919256,772.912319,700.319176,606.532013,401.639045,359.627327,1296.716547,1599.236737,1006.014937,677.059197,410.946584,316.23599,290.0205,596.870638,383.663882,354.78875,514.714682,559.779318,969.415694,633.805296,442.268803,365.367048,1071.920457,386.126305,958.165351,870.249649,201.286653,300.020638,317.088481,814.812419,271.242569,704.335134,333.597271,45.499857,622.777108,421.209257,1452.646164,1185.545266,527.782261,1013.199811
MIMAT0000085,380.150024,154.35651,390.468309,237.207307,184.732786,347.200719,200.861521,413.369748,200.168942,181.364884,235.412488,198.97936,242.807651,106.770286,557.453924,180.989855,351.899444,241.169866,416.977044,498.23675,414.329587,356.27221,501.049956,264.506789,108.826247,334.05462,350.803763,440.739681,634.916359,369.2982,374.50852,179.731592,323.620036,208.953143,255.443405,128.913065,271.041385,87.920094,131.063565,130.453065,184.630713,258.476652,170.67997,136.983076,267.704109,205.917605,229.581959,88.262735,315.307661,220.208574,224.046044,119.461184,168.499193,209.391537,248.653046,275.697504,581.129481,489.614671,243.801293,213.702564,95.14625,193.694162,160.539811,151.186615,223.7086,217.975003,499.391393,290.472856,230.238254,180.5693,222.767493,119.198515,239.171778,29.452457,159.67914,291.377697,109.623483,291.336983,396.839322,220.393574
MIMAT0000086,9944.889713,9320.669687,12907.713607,8556.031599,12659.339075,12565.39972,12961.418401,11257.106082,9182.921346,8895.691496,10057.824297,24920.980715,15432.68508,7099.319169,11941.88731,16088.190097,6991.647463,7188.622676,13697.286305,18869.202163,6272.302664,11756.209231,10010.004828,17841.612615,10688.893725,11451.189963,9317.131691,14769.891008,16369.830297,29304.399775,7127.290485,12562.116163,9242.324041,13494.850781,9881.268299,27543.170116,12084.935509,19654.363099,8598.009752,12064.020199,25158.277491,15410.691145,14545.984635,8976.77398,11647.035031,10764.294274,31442.337382,25462.880265,12229.202753,16735.851601,9791.555066,2965.067947,8364.781339,9893.90418,7338.502593,10828.208758,14099.308111,10288.443979,11424.352768,17055.827267,14978.680788,12456.752234,14153.708319,8812.239772,9041.517991,12828.914377,8020.86417,8925.70578,9503.628809,14574.088317,6020.168903,11436.326933,5332.22825,2121.672548,10625.920879,17655.770616,12827.927672,8582.913285,12325.680955,10415.547055
MIMAT0000087,84914.234671,25446.49834,51606.276249,19393.837307,5804.357694,26847.078125,9247.625395,20149.506184,1858.655685,7044.650297,27804.888296,7020.734122,13271.19501,29618.982093,56047.524009,8159.884724,22092.121585,27718.565819,6097.696384,14542.596929,7494.462789,24096.534686,20489.20843,8040.466536,2838.242419,6541.396857,21820.43936,9240.482283,23871.972243,51832.553222,24070.637434,9971.855175,66609.809346,8647.518659,7392.396015,21513.520296,8980.907409,51171.978165,26758.861036,8809.673552,2741.578625,10450.12142,11049.037617,20113.473071,23557.795905,54284.05751,19919.322821,22021.552916,33503.01489,25431.688446,18006.967715,7420.297801,5655.982111,11618.334073,14135.504901,2972.092005,7293.174981,22956.911221,26799.272844,7275.981716,5460.024061,4857.7069,12054.553746,28956.393594,73128.792594,70734.729372,16673.815905,21748.374855,13005.395954,3675.553503,55598.19063,5811.633338,2478.151155,2897.296894,5320.930166,12518.008757,19575.802119,50129.777385,11863.871479,59555.681352
MIMAT0000088,30643.577026,18816.097113,37621.760497,17715.160698,3993.666386,10919.961007,3037.299202,22329.804703,2976.118853,3579.306827,5805.003563,4377.545964,19050.49263,14953.630931,20282.74665,5806.103433,10787.58271,25586.525933,17258.623865,16495.271566,3034.571689,26079.048333,15296.170803,8934.751394,5444.681563,5565.349994,16838.262609,8408.131763,19806.927816,47323.724648,7587.303238,5265.171028,55849.112931,15430.642193,11438.050494,3716.554234,10885.678083,10909.376903,33160.58136,8493.40911,3275.086407,12916.559317,9522.879747,11776.036924,12422.465264,25943.675705,14645.995791,3875.417147,8317.482736,15660.091002,18356.135458,3443.429829,9597.077278,4865.426193,10790.182472,1767.493051,19207.021152,14405.666998,10771.857309,10717.98907,7254.901643,1858.471444,7909.757872,17151.521009,28980.515253,9063.291459,6368.889057,14289.722255,17744.182825,1698.188835,38284.417986,3156.698065,3312.884345,5071.945199,3802.128231,17670.636823,12300.1509,24846.528861,17658.447473,8085.865969
MIMAT0000089,0.0,0.0,0.46374,0.276144,0.14091,0.212096,0.585033,0.0,0.391337,0.833588,0.0,3.750602,0.528417,1.447732,0.327336,5.66164,0.0,0.0,0.0,0.0,0.961322,0.0,0.323362,0.0,3.03231,0.404914,0.318045,0.851946,0.46463,0.96322,0.0,0.393716,0.440299,0.951951,0.618508,0.470485,0.57546,0.0,0.0,0.0,1.640121,1.67842,1.328248,1.001704,0.497283,0.0,0.196056,0.39403,0.420223,0.758469,0.0,0.775722,0.0,0.61622,3.561436,0.0,0.691821,0.0,1.072125,0.214776,0.806324,0.465238,0.0,0.0,0.455618,0.126951,0.791429,0.183611,1.532651,0.732745,0.0,1.954073,1.184019,6.058055,0.8539,0.66072,0.720023,0.0,0.40105,0.22616
MIMAT0000090,7.795597,3.079432,3.014305,2.761435,10.568238,8.48383,4.680268,3.300357,6.261395,4.167939,39.634185,25.26722,0.792626,12.486695,4.910046,8.309827,3.138662,3.685108,1.940431,5.345888,15.381146,5.415647,20.048465,5.997886,4.380004,14.37447,14.31203,1.703891,19.746757,8.476328,13.509667,1.18115,8.365688,2.855852,2.783282,26.629487,1.438649,11.424645,1.799499,4.091701,2.577332,7.832625,3.320622,8.514487,20.885893,6.556339,5.881689,35.331363,6.583499,12.13549,2.737037,7.627933,4.658964,5.792468,3.561435,1.121861,2.075463,14.417394,10.935678,12.457034,3.225296,1.860952,5.792674,4.002905,5.695229,64.110294,1.846668,4.77389,3.235596,8.478907,1.633991,5.210863,0.0,0.064447,5.692661,1.321441,1.980064,7.621635,10.427309,46.136776
MIMAT0000091,5.04421,13.472514,4.405521,3.86601,0.704549,5.090298,4.095235,31.765939,0.391337,5.477863,27.879163,7.501207,7.397839,4.343198,2.618691,4.017938,1.846272,6.551304,0.64681,0.356393,14.099384,6.576143,30.072699,1.799366,2.358464,25.91454,9.541354,2.271854,11.383425,12.907137,5.814287,10.630346,7.925389,11.899382,1.237014,20.042689,20.14108,15.895158,0.89975,11.312351,2.108727,4.19605,3.652684,7.763209,0.663044,4.370892,18.037181,33.886587,2.661415,29.580256,0.782011,1.680731,8.929681,9.366543,1.618833,0.280465,1.383642,4.421334,19.08383,4.510305,4.434782,6.668413,39.997031,4.926652,8.428939,5.458897,10.552381,0.918056,1.192063,2.826302,0.544664,4.559506,2.072033,1.868974,1.850116,22.134133,5.580177,13.528401,1.203152,4.692834
MIMAT0000092,119457.903321,148470.561791,136315.175634,71962.179384,26196.687295,75141.913258,58837.799641,58814.01662,87724.086979,43505.422372,69435.969156,44229.085253,120878.049532,52577.48899,95631.33539,27339.330412,84722.468389,92504.203066,104411.138499,99263.871246,173584.870601,99647.905579,97412.260472,109217.311816,66663.656815,105789.429783,149904.840897,80859.828599,120395.985232,93029.819147,68107.538323,179321.53588,83262.151604,69401.001784,147864.929203,29389.167557,106034.152371,44241.358046,64302.723843,90126.460042,67813.126544,128837.462113,115095.746815,35724.034442,69610.527817,51234.388624,46974.703831,35907.304163,54186.132926,101699.95457,78672.224157,64920.818183,164172.956271,54861.691898,49385.312175,115708.81183,147588.208885,83952.67251,130439.481312,69448.608719,134588.000603,109920.583839,109352.161178,102901.736088,43327.253104,32696.123548,143771.431233,64432.094349,58924.81461,31704.409837,100467.593871,45427.22789,101470.995243,13596.78825,35003.175801,140517.390324,71434.010173,75995.890416,70248.179978,42463.136233
MIMAT0000093,14710.292666,11085.953865,12527.215689,10051.348894,8320.161787,8724.558055,10599.832953,7657.241398,10010.795039,8563.566309,8863.597448,8138.808634,11865.077155,11991.207919,8366.064247,6891.677298,11356.788374,16407.33058,5517.938743,8899.8341,12284.407625,9995.350282,11396.744256,17033.097537,11722.237682,9186.502087,6886.63091,8390.24091,12924.137136,5512.888161,11913.304182,10897.482714,7746.847239,10111.380597,12741.863309,3292.740774,13088.824466,11183.899531,8279.198383,16580.054979,13064.262969,17071.487537,12640.279677,18322.926459,13378.077767,6971.573658,6167.932048,9832.757871,10937.996165,8157.324491,11196.828162,16061.581982,18954.217915,12056.219964,10965.987951,9238.530787,13013.84126,9908.401497,12497.979043,7220.139843,22283.977693,9724.25333,9997.602938,11724.198666,16736.911622,7513.091829,15137.125546,10142.313338,9397.535295,6899.422065,13007.660697,12811.343701,14234.272903,2475.037593,9610.634804,13369.677358,16039.58974,7587.718347,6628.96125,4158.359736
MIMAT0000094,5.502774,1.154787,2.318696,2.209148,3.663655,12.301552,5.070291,6.600715,1.36968,2.143512,2.496641,4.540204,6.605214,5.067064,1.964018,3.743989,4.431053,5.527662,1.724828,5.345889,0.640881,3.481488,2.586898,5.098203,4.716926,0.809829,1.90827,19.026778,7.201759,2.889657,4.446219,2.3623,1.320898,0.713963,1.855522,0.940971,3.452757,3.145917,3.299083,6.498585,2.811635,6.993417,0.664124,1.25213,2.320655,5.585029,1.56845,1.838807,5.182755,4.803632,5.86508,1.810018,3.105976,2.834612,4.047087,3.64605,7.610029,3.844639,5.575052,1.932988,5.644269,1.705873,1.65505,1.847494,1.594664,2.539022,4.748572,2.754167,2.554418,1.674846,3.267983,2.605432,2.664042,2.255658,1.565482,3.633962,1.620051,2.667572,2.205777,1.978905
MIMAT0000095,0.91713,1.154787,0.46374,0.828431,1.409097,8.271734,9.555549,0.0,1.174012,3.572519,0.312081,0.5922,0.264209,32.031086,0.654673,85.289872,0.0,0.204728,0.64681,0.0,0.320441,1.93416,1.29345,0.899683,77.829298,0.0,8.905263,1.135927,3.484722,0.385288,1.539075,6.496322,0.4403,4.04579,6.185071,1.035069,2.014107,0.993447,0.299917,8.183402,0.468606,2.237893,1.992373,2.253834,1.160327,2.671101,0.0,1.707464,2.801489,3.286695,0.391005,17.065884,1.941235,2.957856,28.815262,6.450705,0.691821,0.192232,9.220277,0.644329,2.418972,0.775397,0.0,1.231663,0.227809,0.888658,66.216186,5.691945,2.895008,0.628068,1.089328,9.336131,1.184018,416.136802,14.658602,0.0,3.780121,0.952705,0.802101,1.413505
MIMAT0000096,81.165929,62.74342,56.3443,148.565229,134.146158,121.955048,91.070223,159.654783,177.862724,82.644275,87.1744,107.188284,82.433065,112.923151,72.996021,131.770112,122.961716,57.938091,97.237149,115.827572,65.049427,126.107211,81.810673,125.355825,149.25705,98.596727,46.434586,127.50781,108.955645,80.910405,102.776083,85.830201,52.835925,242.5094,138.545576,51.471128,81.715237,74.839703,183.848891,149.948817,122.774737,173.716452,93.64154,174.046139,98.627829,167.065227,76.069856,96.537369,120.323978,82.925848,117.692598,112.738261,192.958753,102.908731,134.039532,119.1978,61.572052,55.170558,71.403545,133.805725,133.446648,73.66271,58.478421,72.976025,51.257062,104.480738,76.240948,109.432251,97.749082,90.651023,73.529612,88.36757,132.610096,54.32915,76.993242,109.349225,85.86273,85.362309,126.531384,127.215377
MIMAT0000097,2600.061084,155.896227,2686.672372,2021.923037,577.730301,5116.597511,578.598184,4171.651581,3035.015085,1590.485478,3443.076676,697.019967,5045.854717,382.74433,2961.4126,2320.359351,3343.229351,4123.840933,2184.494014,2873.592918,5775.940303,4221.496872,7878.238553,388.063246,241.574052,3172.709072,4516.240656,1837.64593,5946.329706,2994.455521,2041.840978,3772.985419,2718.188151,1681.620623,2346.615669,1042.972558,6559.949637,604.843886,1002.921189,865.274477,267.57395,751.3726,1261.504294,787.84051,2243.741689,1771.182801,223.504213,135.940376,3248.747489,5063.280261,2781.611802,295.420785,981.100137,452.675171,3623.762034,4065.065734,1593.955147,3631.068523,2669.591995,5621.343966,362.845872,209.977498,1112.193331,5940.002008,851.550662,993.773048,3743.456868,1400.769549,920.612422,479.319897,674.838438,384.518347,1035.42436,432.44199,3196.429112,4515.693597,639.920337,4585.365929,2384.44486,2993.519196
MIMAT0000098,8699.428354,1206.367341,1835.01555,846.379966,1369.079904,3569.571219,3124.079182,568.073996,245.759717,2138.509899,960.374762,1994.333826,4282.55624,1738.726958,2514.271048,10230.218732,1314.730297,5789.714616,1778.72835,1699.635946,305.059372,8871.216689,4883.579853,378.166734,2557.585259,2115.47681,2032.944385,5900.85686,13180.844994,5577.423841,1322.921426,1010.473451,6964.655411,3359.195451,2507.118243,1029.422571,11531.919007,758.331506,2809.319011,386.786114,586.928849,607.867706,2081.365863,1611.241526,3602.153566,1708.290513,239.188719,358.436026,2747.701062,2177.056291,974.776248,1947.708582,310.59759,194.355771,8491.274961,2407.515126,761.002891,3826.376142,1277.973357,2815.504453,266.086973,353.425937,449.897651,1004.421055,238.971814,2792.03509,1060.514209,885.189407,1389.944243,765.299794,745.100069,1079.517353,1378.197776,3638.37744,2186.693378,671.62229,811.465788,934.031323,2014.275387,1434.254443
MIMAT0000099,13314.880699,8330.632415,9424.801233,3228.670333,4301.413454,23222.574109,10715.669595,17625.557971,990.474272,6383.138857,92293.762331,9387.956847,7494.803685,2195.486623,11049.568224,10508.460963,7617.533673,16016.709099,665.352199,13327.65482,11775.227647,12714.005099,39334.927726,1517.765137,922.833091,38107.736456,16136.65508,3168.668413,27959.783519,33428.133361,17904.927497,4623.216243,16948.443589,11251.579346,2471.244842,88539.186323,9197.56788,46742.858569,3984.692256,3396.112063,1162.142552,2603.508853,5089.185263,7039.227244,8750.029006,10228.131449,14680.697764,44332.98063,15629.090604,12818.111007,2263.920764,4922.731629,928.298547,8776.450931,1704.309427,1511.708582,1013.517487,11779.586898,11645.425003,17917.295599,789.391354,3767.188608,13621.058196,11814.110054,8472.450692,57558.095984,8120.320356,4826.953818,781.652058,14245.713888,5141.081541,8930.769756,834.73319,586.986831,9935.401117,8060.788917,3997.747052,21548.838101,1825.781721,51489.321737
MIMAT0000100,542.023318,998.505708,744.996836,388.810114,1053.019155,917.738247,938.588833,759.082172,271.000962,619.832055,1676.494766,2132.711337,428.282046,657.813542,972.843842,1216.065541,543.357849,614.389446,136.476972,1082.364098,460.473021,701.326292,650.605041,366.170959,306.263337,801.731091,469.116546,422.280867,999.650601,1071.870209,688.651057,491.948794,768.762699,663.03355,232.8679,4166.526696,475.041752,4040.019374,234.834717,767.555021,516.169364,616.539542,580.112662,1340.530913,582.65012,1141.045789,1658.048354,5324.79111,728.387309,1274.984889,572.431778,249.653191,194.123495,714.198915,354.201083,346.09432,114.842254,483.655481,940.897162,811.640193,454.766827,414.06198,1168.740862,681.109555,820.796423,1578.50972,612.301861,404.311776,249.48154,1206.726307,337.691554,1706.34088,103.897643,87.712896,546.210818,387.512515,1417.005032,726.913406,313.621371,1466.538875
MIMAT0000101,43311.881684,31335.526404,29652.868116,55722.45365,63465.928072,38917.022211,53716.805922,30590.186391,44044.210925,44156.57351,29731.775403,56426.441195,50644.814158,50589.028145,27687.751169,57604.633052,49458.857673,42986.993202,27540.967343,44745.794128,50171.692033,35565.714624,22456.383271,50223.001414,50322.873657,19607.993986,17813.070887,83952.105911,25813.659368,22366.332638,34242.049471,54478.751806,23159.966922,30973.138577,41249.780049,29789.268539,47653.506676,41525.438463,111452.316257,64295.30915,76800.752772,62474.421583,62943.718114,91051.92485,51101.813756,36337.17259,47151.54664,58199.030369,31301.184088,56762.236178,47520.439802,80434.223306,49082.184124,72555.95462,45595.94332,31680.531937,25324.100756,30558.914277,41314.991697,32694.559537,70920.241635,53094.8419,50113.522615,83209.910453,58404.347144,47556.763,44098.660539,36809.998434,39312.670703,46155.815709,38179.297874,59589.053887,78791.412905,13324.49802,39075.278473,42698.064978,52013.913001,30469.389802,23533.434061,30908.191715
MIMAT0000102,0.917129,0.0,2.086828,25.957495,0.56364,10.816883,7.605435,1.650179,1.761019,11.193893,0.416107,1.5792,0.528418,14.115395,2.291355,188.386515,0.923135,0.409456,3.665258,0.356393,0.0,1.160496,0.646724,0.0,126.683184,1.417201,0.954135,7.383527,5.110926,0.96322,0.342016,5.118314,9.466437,58.068986,15.771932,0.282291,2.014109,0.33115,0.899751,4.091702,0.468606,0.0,2.988559,5.008522,0.663044,1.699791,0.0,0.525373,2.101117,1.516936,0.391005,30.123871,1.941235,2.218392,17.483413,0.0,0.0,0.96116,4.717351,0.429553,0.806324,2.48127,0.551684,0.615831,1.366854,0.126951,64.897141,0.918055,3.235597,0.104678,0.544664,30.396707,1.480023,190.635383,57.638197,0.0,1.800056,0.0,0.200525,0.11308
MIMAT0000103,10.546985,5.773935,6.492347,3.037579,10.145507,18.664425,7.020403,6.600715,2.93503,4.763359,10.81878,3.553202,1.056834,4.343199,11.129439,3.470037,10.154496,12.488423,0.64681,2.494748,15.701586,4.641984,11.156,6.597674,2.695386,13.564641,12.085714,7.099545,19.746759,7.705753,9.063447,6.890039,5.503742,2.141888,6.494325,2.352428,7.480973,5.298387,17.095248,3.369636,1.874424,5.87447,3.320622,5.7598,10.774469,6.799166,3.529013,5.779107,25.353481,7.079037,4.301059,26.374547,3.105976,9.982763,12.465029,5.048377,0.0,10.764987,6.218326,4.510305,2.01581,3.566825,4.413466,6.774145,17.085687,11.933402,23.742856,3.305001,3.746481,4.605826,4.357311,9.119012,2.368037,0.708921,5.977295,4.955403,5.760182,32.96357,3.809979,5.258236
MIMAT0000104,195.807069,130.875845,113.847946,207.936089,228.133013,178.372514,230.113198,186.882732,209.561033,218.995418,142.724671,194.044358,341.357437,165.222492,162.358865,257.148049,357.992141,167.877156,201.373609,131.508842,198.032241,230.938664,169.603551,185.334687,136.453962,111.553998,177.469173,249.619963,150.539994,153.922413,179.900896,260.246618,143.977893,318.665441,152.461985,123.925916,161.991829,198.855052,316.412039,170.648011,187.910953,202.809059,173.004405,253.932065,149.682236,276.094713,284.673786,125.826937,195.263827,202.00534,177.907417,335.370466,135.498199,313.655952,111.052076,206.422546,83.710318,173.585415,330.643443,272.766087,156.83005,262.084172,161.643178,254.954211,162.655743,205.787698,135.334277,187.099772,133.340644,191.141764,175.926405,135.265346,264.036173,31.901459,171.776046,180.37667,151.92483,173.201647,126.130334,236.846763
MIMAT0000222,652.078811,1275.269623,639.728066,365.337912,580.407587,1391.772213,487.527962,976.905751,188.428827,207.325188,1684.92093,1061.223263,392.878103,437.396239,1798.713631,478.04334,590.622414,1085.05967,2142.451345,878.151178,809.112304,537.309554,867.742859,258.508903,355.117226,1050.956084,1632.207538,885.171126,700.661448,333.466451,476.60057,594.315086,1104.490966,1028.582555,184.315095,860.612324,323.120465,370.059154,943.537697,214.693974,303.187996,357.783153,342.356127,252.679935,580.495228,786.032179,2410.120427,437.63607,570.383293,478.846198,1354.442406,272.795561,344.375079,358.763251,2275.596288,309.914284,292.640203,702.79986,1077.485924,286.726558,216.094874,375.29213,558.027556,253.106717,1497.617456,888.657555,1125.938966,621.340171,1377.51274,451.475587,359.478102,195.841642,371.485869,303.998341,267.555065,1080.608219,260.288272,950.227297,1938.276345,1814.430531
MIMAT0000226,0.0,0.0,0.23187,260.403364,4.227295,0.212096,0.780044,1.237635,1.174012,0.238168,0.0,0.987,0.264209,1.447733,0.0,5.11374,0.184627,0.0,0.215603,0.356393,29.480528,0.0,0.0,0.0,0.336923,1.012286,0.0,0.851946,0.46463,5.394027,59.339934,2.756017,0.8806,2.141889,4.948057,1.411457,0.0,0.0,0.0,7.220649,0.937212,0.0,0.332062,0.250426,0.165761,0.0,0.0,2.232836,0.700372,1.516937,4.692064,143.637852,1.164741,0.0,4.532737,0.0,2.075462,0.0,0.643275,3.865976,0.806324,0.0,0.0,0.923748,0.0,71.346507,0.0,2.019722,0.851474,1.570168,0.544664,0.217119,17.168271,0.193341,2.561699,0.0,0.540018,0.762164,0.40105,0.22616
MIMAT0000227,1538.94268,496.943279,2391.966184,2420.950458,758.940339,1629.531531,685.659327,2070.149094,1478.275997,643.172511,1124.424916,1168.411551,2914.220207,980.838896,1199.687981,1079.273009,1634.873862,1502.910007,6060.612594,3427.4269,964.846395,2020.81001,2563.455012,1248.759938,1161.374836,2127.016879,2144.578221,1861.216415,1815.540186,2444.264773,1577.039993,501.988564,2062.362241,2227.326265,1426.895719,590.177183,1915.416673,686.637721,890.452453,446.958193,920.341922,2333.842736,1153.252018,1107.133787,1730.048169,1142.017099,620.714331,822.866144,1091.460371,2095.900201,1930.784238,692.849007,2295.31619,599.335518,1182.882697,1188.892896,9206.059521,1161.080729,1076.628225,2365.762571,1203.841972,495.323581,546.166367,692.810353,708.714314,824.293358,1591.826552,1601.64016,3022.217651,567.563326,1325.711671,822.665173,1681.01056,391.195661,542.652905,2923.687783,781.044822,1178.685795,3838.853957,639.978164
