,00397ce0-a931-46dd-9407-c1c6a14c39f1_01,04a1f2dc-1b1a-4328-b35d-cdc1b99e7b5b_01,0ab19ae8-c095-48d6-b1aa-0f5ae75c6e68_01,0ac27bc8-346e-4006-a701-d9676fb91cb7_01,0c5ae0f7-b2ac-4b1b-aabb-83994ebb9326_01,0c7b4b9c-d497-41fc-a2b9-014bb5e07985_01,0c8bd0eb-9c26-4fb0-a365-26354129f0da_01,10981cf9-c8e6-48c0-bc34-f06db6e1ac28_01,1c848577-c3a4-4830-abfa-549992172396_01,1f91f13c-bc22-4a5b-9c8f-54782d3909a0_01,24ea3cd5-c2e6-44f7-9658-78af7befeef7_01,28c6d24e-be1e-484d-948d-55ea51bd8ec0_01,2b3b0ca8-14c6-493e-921a-cd43ba7d080a_01,2b715eb2-055e-4bc5-bc98-128e8bf6954f_01,2b740646-7cd4-4c7f-890a-7b3db6ebc1b8_01,2d2d8421-18a7-4822-ba37-69fbf48da225_01,2dd1ecd8-a8d8-4a6a-8cf2-e847557ab04c_01,3210027d-a9c7-4ebb-8497-e3705bed7e40_01,340fef21-55d8-433f-b00a-51276b849356_01,36606c1f-9a12-465a-a2d9-2491fdc54a88_01,3d8b4046-822a-4a00-b79e-393bd3f5f5b5_01,4d9f1899-4a41-4e57-bdad-b12eb0d47629_01,500b86b2-3ac3-4745-af84-3dd28f38daeb_01,50921ca1-5d70-4162-8847-74e874114284_01,54d21956-25e4-42df-adbe-6907721fc4b5_01,554f4424-bb94-4958-a316-6d7d4eb4181b_01,5a197d56-e835-4f96-ad85-04ae9f6aff32_01,676ea428-80ef-4371-b90b-95e46708278c_01,6821f2b2-1b21-4046-b7d6-8979fe36add6_01,74f63637-cc7c-4539-a57e-783c8f62fb95_01,77c64e5d-da34-467a-a8d3-c79060700e4f_01,7a92421e-4860-41c7-afd2-fa715357f023_01,7d93f1b4-3460-4917-9f33-2a9c6df773f2_01,827d74a2-0331-434c-aef6-2d15b634ccb8_01,83b97927-a1be-441a-97a1-4363e1f2d530_01,880befcf-2bb1-4d37-b65b-5f2970bfb18b_01,894b5569-4e33-4e8d-a70c-63dd4c74c3cf_01,8ba34bcc-daad-4d69-9f02-e6a1c18de68b_01,92c1f122-2f48-47a7-b3b8-c1792a1f4f32_01,97408569-ef36-46d6-941a-aca9e0ab297e_01,98889636-e53c-44df-951e-01a70033e754_01,99826daa-eb83-40ba-950d-0bb7084d960d_01,9ad7575d-2ad4-4fda-8176-55145396f04a_01,a20fb646-2a9e-42ac-a2cc-ff3d6a0625fa_01,a3c28058-d305-4f85-b42b-a221e5234ec8_01,a48996be-7dae-451a-8129-9de8dfe7221a_01,a61ea4c7-2506-4d56-aeb5-edf83199d421_01,aaace369-0a47-4176-811b-61cd42bf647f_01,af5bde54-d20c-41a1-9537-69aed5562f08_01,b100c424-90c6-4e16-9d9e-40ad38606b5d_01,b106d71c-7809-4efa-a969-ee1f93a44720_01,b1f27fa2-133c-42c0-b69e-815af67e2a7e_01,bbabcd40-0a6c-430f-8325-ee1ed1d08afa_01,c328f661-c109-4e01-b819-299a75bd4348_01,c5ad9aef-27c6-4101-befb-6227cd1266ba_01,c5d4d4b4-2c9e-4865-8860-68327356d461_01,c61937ab-01ff-42e5-a534-3b33d6a9f582_01,c739fd61-22b2-412d-bcf3-89bda45a2c0f_01,c9c7366b-8826-4bd2-a3dc-5883e34c1502_01,c9ce1f62-2df1-4974-868b-d075781ce282_01,ca9031aa-87e5-4d5b-a526-3615efac3077_01,caa9b7d9-e900-4e18-a5f0-6dd4c202b40c_01,cb245767-f9d2-4cca-95f0-f3d247c05f01_01,cb94a8ae-2b0c-4d0b-ada3-4c82dd765567_01,ccf7073e-b224-497a-a476-c67aff5226bd_01,d3a6accc-5c45-4e70-baf5-2188af53e0db_01,d4d2b087-b7b4-4e53-a0b6-0190380c5a48_01,d4d3c554-bab2-47e7-a1c8-8890db28abf8_01,d940e476-fb0a-4cc3-8ab5-691156e7c09b_01,dc6720dd-5028-49d3-8508-a7936e7b3faa_01,de7c2f09-b840-4071-a1f1-558d1fb28576_01,e0df1fef-c650-4088-a974-26f712ed4f64_01,e23bc730-b369-4d6a-90ce-7223e234cd4d_01,e4469259-2504-4987-88a4-02cae33f46f2_01,e611ee05-92c8-41d6-a052-18dd749f8779_01,e656cf38-2f5d-4306-90d9-ecb504d86351_01,e6633347-a907-4a6c-9343-a207fdb05169_01,e90bfe17-2e5b-47ed-b986-b3d4181f2bf6_01,e93761b9-e0a2-48d5-8b21-a6670021cae4_01,e9c61bd8-8e3b-4e2d-b878-1ef285fc6292_01,eb5a5b41-b493-408c-902e-c625f5ba7d2f_01,ebe927e6-0a7e-4c97-ad73-f3c302cca7bc_01,ef8b1e2c-9623-44fe-b591-8c8e6a232da5_01,f15667dc-8376-40b6-84b2-8f5370c3d66a_01,f235c37f-ce8d-42ea-9b3f-065fc7e0c8b8_01,f544c652-8ee2-4bfe-a42c-41ab4b3697d1_01,f8970455-bfb2-4b1d-ab71-3c5d619898ad_01
MIMAT0003296,0.61602,1.614999,0.673723,1.926447,0.457498,0.496701,1.169934,0.88931,1.172104,0.368551,0.59479,2.291185,1.041589,5.602649,0.736349,0.828216,2.29373,0.923131,0.476868,0.631262,0.355145,1.932471,0.593119,2.33951,0.0,1.999868,1.010392,0.444469,1.619604,0.389797,0.375512,1.362012,0.545587,2.178613,0.791194,2.364619,0.623826,1.783909,1.371886,1.451164,1.093484,1.488181,1.94882,0.962272,1.0472,2.28308,0.261335,2.320886,1.448371,1.155807,0.943502,2.227981,1.068138,3.860567,0.996215,0.244282,1.22297,1.029668,1.20937,0.853065,1.142471,2.018538,1.465735,2.621835,0.675947,2.423372,0.738788,0.809809,0.886863,0.710895,0.354875,0.75687,0.429516,1.103396,0.639184,3.052315,1.401774,2.24424,3.523483,2.874212,4.298468,0.156382,0.0,1.200104,0.695925,0.81372,1.208474
MIMAT0003297,1.355243,1.615,3.200181,1.070248,1.143745,1.158969,6.629629,1.77862,3.223288,2.94841,0.297395,7.331792,1.041589,13.242624,1.104523,1.863487,1.019435,0.738505,1.430603,0.210421,3.196304,4.058191,1.927635,1.023535,1.066236,2.841917,2.020784,0.111117,1.754571,1.75409,3.191848,9.761088,2.000487,1.452408,1.26591,1.655233,0.623826,2.081227,3.331723,0.290233,0.911236,0.49606,3.312993,2.45914,4.974197,1.14154,1.829347,1.740663,1.287441,0.577904,4.852296,2.599311,1.602207,1.930284,0.597729,4.274948,0.815313,0.514834,2.660615,2.132662,0.913977,3.293403,1.648952,1.310917,1.013921,0.63773,0.527706,2.159494,1.773725,2.606617,1.242061,2.270613,0.644274,2.206792,2.556736,4.069754,2.803548,1.632175,3.316219,5.588747,1.228133,0.938291,1.380669,2.700235,0.139185,0.13562,1.294794
MIMAT0003298,2.710484,1.845713,4.210763,4.495042,3.888736,0.662268,12.089323,2.964367,0.293026,7.002473,2.97395,4.58237,5.98914,3.735099,2.02496,4.555192,7.645761,4.246405,2.384336,1.472945,2.841158,4.251438,4.30011,3.509266,2.132472,2.526148,1.587759,1.22229,2.024505,3.897977,2.440825,2.043018,2.000487,7.625145,3.481251,6.620931,4.158844,1.932568,4.311642,4.933957,6.014161,3.224393,3.702757,0.962272,6.152295,6.164317,2.613354,2.901106,1.609301,2.311615,0.943502,3.156307,2.136276,2.573711,1.99243,0.977131,1.426798,3.603839,1.20937,1.066331,2.513437,2.549732,3.664337,1.638647,2.196826,1.785643,1.899744,2.699369,1.182483,6.635023,4.081062,3.027484,3.650883,0.275849,7.031023,2.543595,3.924966,3.876414,6.632437,2.874211,5.526602,1.407436,1.004123,3.600313,2.644514,1.220581,1.208473
MIMAT0003299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003301,0.862427,0.576785,0.673723,0.4281,2.28749,0.662268,1.559913,0.741092,1.025591,1.105653,0.0,0.916474,1.041589,1.18844,0.920436,1.242325,1.019435,0.184626,0.0,0.0,0.0,2.705461,0.889678,0.292438,0.88853,1.052562,0.288684,0.333351,0.269934,1.266842,0.938779,0.681006,0.72745,1.81551,2.531818,0.472924,0.831768,1.189272,0.195984,1.451164,1.093485,0.49606,0.584646,0.641515,3.403398,0.913232,0.784005,0.580222,0.48279,1.733711,0.404358,0.74266,0.178023,1.60857,0.0,0.732848,0.203828,0.171611,0.0,0.639798,0.685483,0.531195,0.549651,7.537778,0.844933,0.765275,0.316624,1.079747,0.0,1.42179,1.242061,1.513742,0.214758,4.413584,1.917552,3.052315,1.401774,2.448261,0.207264,2.07582,0.307033,0.312764,0.0,0.0,0.417555,0.54248,0.25896
MIMAT0003302,0.123204,0.0,0.0,0.0,0.0,0.0,0.779956,0.148218,0.146513,0.0,0.297395,0.458237,0.0,0.0,0.184087,0.0,0.0,0.184626,0.0,0.420842,0.0,0.0,0.14828,0.0,0.0,0.0,0.0,0.0,0.134967,0.0,0.187756,0.0,0.363724,1.089306,0.0,0.0,0.207942,0.0,0.195984,0.0,0.182247,0.0,0.194882,0.106919,0.0,0.0,0.52267,0.580222,0.0,0.0,0.0,0.185665,0.0,0.0,0.0,0.0,0.407656,0.0,0.0,0.0,0.0,0.0,0.0,1.310916,0.0,0.255092,0.105541,0.0,0.295621,0.0,0.177437,0.50458,0.429516,0.275849,0.0,0.0,0.280355,0.408044,0.0,0.159678,0.307033,0.156382,0.0,0.0,0.0,0.0,0.17264
MIMAT0003306,0.123204,0.230714,0.0,0.0,0.457498,0.0,0.0,0.148218,0.146513,0.0,0.297395,0.0,0.520794,0.0,0.368174,0.414108,0.254859,0.0,0.238434,0.210421,0.0,0.193247,0.29656,0.0,0.177706,0.0,0.288684,0.222234,0.269934,0.0,0.375512,0.227002,0.545587,0.0,0.158239,0.0,1.03971,0.148659,0.195984,0.0,0.0,0.0,0.0,0.213838,0.7854,0.0,0.0,0.580222,0.0,0.0,0.0,0.0,0.356046,0.0,0.0,0.0,0.0,0.0,0.241874,0.0,0.228494,0.106239,0.0,0.0,0.0,0.255092,0.0,0.269936,0.0,0.0,0.709749,0.25229,0.0,0.0,0.0,0.0,0.56071,0.612066,0.207264,0.0,0.307033,0.312764,0.125515,0.0,0.0,0.0,0.25896
MIMAT0003309,0.492816,0.115357,0.336862,0.0,0.0,0.0,0.389978,0.296436,0.439539,0.368551,0.59479,0.458237,0.0,0.169777,0.0,0.0,0.509718,0.0,0.238434,0.0,0.0,0.193247,0.0,0.0,0.533118,0.210512,1.010393,0.0,0.134967,0.097449,0.0,0.227002,0.181862,0.726204,0.0,0.0,0.0,0.148659,0.0,0.0,0.182247,0.24803,0.584646,0.106919,0.2618,0.456616,0.261335,0.0,0.16093,1.155808,0.134786,0.0,0.712092,0.0,0.0,0.122141,0.0,0.0,0.0,0.0,0.228494,0.531195,0.183217,0.983187,0.337974,0.382638,0.844329,0.0,0.295621,0.0,0.354874,0.25229,0.429516,0.275849,1.278368,0.0,0.0,0.204022,0.0,0.0,0.307033,0.469146,0.125515,0.300026,0.27837,0.13562,0.08632
MIMAT0003311,0.0,0.0,0.0,0.4281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260397,0.169777,0.0,0.0,0.0,0.184626,0.0,0.0,0.71029,0.193247,0.0,0.0,0.0,0.0,0.0,0.0,0.134967,0.0,0.0,0.0,0.0,0.0,0.158239,0.236462,0.0,0.148659,0.195984,0.290233,0.182247,0.0,0.0,0.106919,0.0,0.0,0.0,0.0,0.16093,0.577904,0.0,0.0,0.0,0.0,0.0,0.122141,0.611485,0.171611,0.0,0.213266,0.0,0.106239,0.183217,0.0,0.0,0.0,0.105541,0.134968,0.0,0.236965,0.0,0.0,0.0,0.0,0.0,0.508719,0.0,0.0,0.0,0.319356,0.0,0.0,0.0,0.0,0.139185,0.0,0.0
MIMAT0003312,5.174559,1.268928,4.884486,0.428099,1.829993,1.821237,5.069716,2.667931,0.146513,0.737102,0.892185,1.832948,1.04159,2.716435,0.368174,0.414108,2.03887,1.292384,1.907469,0.420841,2.130869,0.386494,0.444839,0.146219,0.710824,0.315768,1.7321,0.444469,0.404901,0.292348,0.187756,1.589014,0.545586,1.815511,1.107671,0.472924,0.207942,0.297318,1.56787,0.870698,0.728989,1.240151,1.169292,1.28303,0.2618,0.913232,2.613355,0.580221,0.32186,1.733711,0.269572,2.784977,0.890115,0.965142,1.793187,0.610707,3.261253,1.37289,0.0,0.426532,0.913977,0.212478,1.282518,0.0,2.196825,2.040734,2.638533,0.944778,0.591242,0.47393,1.419499,1.009161,4.509913,5.792829,10.866126,0.508719,1.401774,1.428153,3.730746,1.117749,4.605501,0.0,0.753093,0.900078,1.531035,0.949341,0.345278
MIMAT0003313,0.862427,0.115357,0.842154,0.0,0.457498,0.165567,0.389978,0.148218,0.439539,0.368551,0.59479,0.916474,0.0,0.169777,0.0,0.621162,0.254859,0.0,0.0,0.210421,0.71029,0.0,0.14828,0.292438,0.355412,0.105256,0.144342,0.111117,0.404901,0.487246,0.375512,0.227002,0.363724,0.0,0.632955,0.236462,0.207942,0.297318,0.0,0.290233,0.911237,0.0,0.194882,0.534595,0.3927,0.456616,0.52267,0.580222,0.0,0.0,0.134786,0.74266,0.178023,0.321714,0.398486,0.488564,0.203828,0.0,0.241874,0.0,0.228494,0.318717,0.0,0.655459,1.01392,0.127546,0.105541,0.134968,0.295621,0.0,0.354874,0.50458,0.859031,0.827547,0.0,0.0,0.0,0.204022,0.207264,0.798391,0.614066,0.156382,0.376546,0.0,0.139185,0.13562,0.345279
MIMAT0003317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003320,0.0,0.0,0.0,0.0,0.0,0.0,0.389978,0.0,0.0,0.368551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003321,3.326503,4.845,2.526458,4.923141,2.74499,4.470308,0.0,4.150115,4.395393,0.737102,5.650504,2.291185,2.083179,3.904876,2.577221,3.93403,5.352033,2.95402,0.715301,3.787571,4.972027,2.70546,3.558711,3.216827,1.066236,5.157552,0.577367,3.777986,2.024504,2.631134,2.440825,2.951027,2.546074,2.904817,2.848295,3.783389,4.574728,3.716477,3.527707,8.416748,5.285172,5.456667,4.482284,2.352221,2.879798,7.990782,2.87469,2.610995,3.701394,0.577904,2.69572,6.126949,2.314299,9.329703,5.778046,1.832121,1.630626,1.887725,1.451245,2.345928,4.112897,3.505881,3.114687,8.193236,4.900611,1.658096,1.899744,2.024527,2.956208,2.606616,3.016437,3.279775,1.288547,1.655094,3.835103,5.595911,1.962483,2.856306,2.694428,3.033891,7.368802,2.65849,2.886855,8.400731,5.149843,3.932982,3.107505
MIMAT0003322,13.182806,11.420359,22.569692,8.561985,20.129925,7.781647,14.819171,10.22707,8.058219,25.798585,22.602016,22.453611,26.039739,20.033715,7.547575,9.110386,16.565816,11.262203,15.259746,4.629253,12.785213,12.94756,15.569358,11.989991,7.996769,7.15742,12.269044,29.668297,63.704404,6.626562,14.457194,35.639326,19.823006,17.792005,11.551421,30.740035,18.09097,6.095023,14.502794,12.770239,11.117088,19.59439,15.200791,3.74217,55.239752,11.415403,7.317392,10.734091,6.759068,10.402268,21.1614,13.182224,10.147311,10.294844,4.184103,7.328484,11.006733,14.072129,7.981846,12.156175,11.19622,14.767199,6.595807,13.109178,22.137242,64.665753,5.382609,21.190051,14.189798,23.933479,15.969372,42.88936,9.6641,5.792829,16.618781,13.226699,61.678036,19.382071,12.643082,16.446882,12.281337,7.349943,11.798451,34.803031,10.995611,11.934568,7.682442
MIMAT0003323,0.0,0.0,0.168431,0.21405,0.228749,0.165567,0.389978,0.148218,0.0,0.0,0.0,0.0,0.0,0.339554,0.0,0.0,0.254859,0.0,0.0,0.210421,0.0,0.386494,0.593119,0.0,0.0,0.210512,0.144342,0.222234,0.0,0.194898,0.187756,0.227002,0.0,0.0,0.316477,0.0,0.0,0.0,0.195984,0.290233,0.364494,0.24803,0.0,0.320757,0.1309,0.228308,0.0,0.290111,0.16093,0.577904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426532,0.0,0.318717,0.0,0.0,0.168987,0.255092,0.0,0.0,0.295621,0.236965,0.532312,0.0,0.214758,0.0,0.0,0.0,0.0,0.204022,0.0,0.638713,0.0,0.156382,0.0,0.300026,0.0,0.13562,0.08632
MIMAT0003325,0.0,0.0,0.0,0.0,0.228749,0.0,0.0,0.0,0.146513,0.0,0.0,0.0,0.0,0.0,0.0,0.207054,0.254859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144342,0.111117,0.0,0.0,0.0,0.227002,0.0,0.0,0.158239,0.709385,1.039711,0.148659,0.195984,1.160931,0.182247,0.0,0.194882,0.106919,0.3927,0.0,0.0,0.580221,0.16093,0.577904,0.0,0.0,0.0,0.0,0.0,0.122141,0.203828,0.0,0.0,0.0,0.0,0.0,0.183217,0.0,0.337973,0.255092,0.0,0.134968,0.0,0.0,0.0,0.504581,0.0,0.0,0.0,0.0,0.280355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13562,0.08632
MIMAT0003327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187756,0.0,0.0,0.0,0.0,0.0,0.415884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.639184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003328,8.870674,16.150003,34.359829,5.35124,5.261231,15.066594,3.119826,10.523505,4.102366,8.476678,19.628066,20.620664,6.509935,13.412402,7.731662,3.519921,11.468641,2.769394,5.722405,1.472944,30.897597,5.990662,10.97269,15.791696,7.285945,1.36833,20.063494,5.666978,13.901597,17.05365,3.56736,7.037064,11.82106,7.988247,1.10767,11.82309,4.366785,3.2705,10.583121,6.094887,11.299334,21.578633,1.364174,15.824033,16.362486,2.28308,15.680129,8.703317,14.644648,4.045326,9.165447,17.266857,8.367081,27.989108,17.134894,9.52703,3.465082,21.794639,11.851832,5.971455,32.674683,19.9729,2.565036,17.369663,15.546765,11.224036,3.799488,9.582761,4.138691,7.81985,5.677999,13.119099,10.093615,3.586037,26.845724,32.049309,12.896316,11.425221,4.767064,166.864001,7.061769,11.57225,3.765463,12.001045,5.428213,7.459105,5.956051
MIMAT0003329,4.681745,3.691429,18.864219,3.424794,17.613683,27.649685,5.069716,10.523506,7.032629,3.685512,29.442099,6.873555,5.98914,3.395544,11.965668,9.110385,15.546379,9.046688,2.384337,8.837664,3.551449,8.502876,11.862367,11.112675,0.177706,10.104594,0.433025,1.777875,2.024505,14.422516,6.759208,15.663143,13.821548,4.357226,5.696591,9.694935,6.446207,6.689659,9.407219,9.57768,13.121807,1.240151,8.574806,14.220246,12.828189,30.364971,2.87469,5.802212,5.471626,39.875357,6.06537,14.481879,40.945288,12.868556,11.556092,3.297818,7.54165,3.089005,11.126209,34.335862,4.569885,17.954361,2.748253,22.613334,13.687912,9.693486,4.960445,2.969306,26.310251,16.824526,17.033996,5.045807,1.93282,3.586037,6.391839,51.889357,8.130288,5.916633,15.337509,13.412991,1.842199,1.094673,3.137885,15.001306,0.83511,3.254882,23.219966
MIMAT0003330,1.60165,0.692142,5.389777,1.2843,5.489979,9.602885,0.389978,2.964368,0.586052,0.368551,12.787984,1.832948,0.520794,0.679109,6.074877,2.070541,5.606891,2.584768,0.0,2.104207,1.065435,2.318966,3.410432,3.509265,0.0,6.315372,0.0,1.000054,0.674835,4.482672,6.571453,3.632032,5.27401,1.81551,3.639489,5.438624,6.654151,0.891954,3.331722,2.321862,6.378656,0.0,1.753938,2.993736,4.057898,6.392625,2.090684,2.320885,2.253022,12.135978,0.943502,3.527636,11.927541,3.860568,3.98486,0.244283,1.630627,0.343222,2.902489,7.464317,0.685483,5.418181,1.099302,8.848696,3.886691,8.290481,1.160954,0.269937,7.39052,4.265372,4.968247,3.027483,0.429516,0.551698,0.0,13.226698,10.09277,2.040218,6.217911,4.470995,0.307033,0.0,0.627577,7.500653,0.55674,0.6781,10.013071
MIMAT0003331,2.217669,1.730357,12.969153,2.354546,10.064962,13.742059,1.559912,5.632298,4.395392,2.579858,22.899411,0.916474,1.822782,5.772426,10.124796,1.656433,9.684631,3.692525,0.238434,3.57715,6.037462,3.478449,5.486345,2.047071,0.177706,8.525751,0.721708,0.444469,0.674835,5.652067,7.510231,6.129055,5.819598,2.178613,3.481251,4.729235,8.317688,3.419159,8.819267,4.643724,10.570344,0.24803,3.507875,5.773633,4.581497,19.634493,3.397361,4.351659,4.988836,19.070824,1.887004,7.9836,17.624276,6.434278,3.586373,1.099272,1.834455,0.858056,7.981846,18.767427,1.59946,6.905524,3.114687,10.487343,5.069598,3.443738,1.688661,2.5644,5.321175,5.213233,11.533435,5.802678,0.214758,1.103396,0.0,26.962116,2.242838,3.468371,23.420791,10.538779,4.298468,0.938291,1.38067,6.900601,1.252665,1.084961,9.581472
MIMAT0003332,0.616019,0.8075,4.042333,0.0,2.74499,4.139174,0.0,1.482184,1.025592,0.368551,3.568739,0.0,0.520794,2.546659,2.024959,0.621163,1.274293,1.107757,0.238434,1.052103,1.065434,0.966236,1.779355,1.023535,0.0,2.21038,0.0,0.333352,0.539868,1.65664,0.751023,2.951027,3.455386,1.452409,1.10767,0.945847,1.247653,1.189273,1.763853,2.321861,2.73371,0.24803,0.779528,2.031464,1.832598,3.196313,0.522671,0.290111,1.448372,5.201134,1.34786,1.856651,7.12092,1.608569,2.590158,0.97713,1.834455,0.343223,3.628111,6.824519,1.142471,2.974687,0.916084,1.966377,2.365812,1.020367,1.477579,0.539874,2.364966,0.947861,3.016437,1.766032,0.0,0.275849,0.0,5.087192,0.841064,1.224131,4.352537,3.832283,0.307033,0.156382,0.753092,1.800157,0.0,0.6781,3.970702
MIMAT0003333,0.0,0.0,0.505292,0.0,0.0,0.331134,0.0,0.0,0.293026,0.0,0.0,0.458237,0.781192,0.339554,0.0,0.0,0.0,0.0,0.953735,0.210421,0.355145,0.193247,0.0,0.0,0.177706,0.0,0.0,0.0,0.269934,0.389797,0.375512,0.227002,0.0,0.363102,0.0,0.0,0.831769,0.148659,0.195984,0.0,0.0,0.0,0.194882,0.0,0.0,0.228308,0.261335,0.580222,0.0,0.0,0.0,0.0,0.356046,0.0,0.0,0.122141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168987,0.0,0.0,0.0,0.295621,0.47393,0.0,0.0,0.0,0.275849,0.0,0.0,0.0,0.0,0.207264,0.0,0.0,0.312764,0.502062,0.0,0.0,0.13562,0.0
MIMAT0003336,0.123204,0.115357,0.0,0.0,0.0,0.0,0.0,0.0,0.146513,0.0,0.0,0.0,0.260397,0.0,0.0,0.0,0.0,0.184626,0.0,0.0,0.0,0.0,0.14828,0.0,0.0,0.0,0.0,0.0,0.269934,0.097449,0.0,0.0,0.363724,0.0,0.316478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261335,0.290111,0.16093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241874,0.0,0.0,0.212478,0.0,0.0,0.337974,0.0,0.0,0.0,0.0,0.0,0.177437,0.0,0.0,0.0,0.0,0.0,0.0,0.408044,0.207264,0.159678,0.0,0.156382,0.0,0.0,0.139185,0.13562,0.0
MIMAT0003337,0.0,0.115357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227002,0.0,0.0,0.0,0.236462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003338,54.086467,112.24252,58.613826,62.288439,42.547341,249.343859,70.586051,127.616036,83.219431,98.771729,115.686632,62.778465,114.835256,210.014446,48.78311,60.045722,134.565388,87.32823,39.579967,47.344629,173.310657,92.758642,101.274968,107.032613,68.949916,63.679994,26.558869,36.224214,87.998455,118.303614,60.081847,242.892224,92.56799,72.620429,32.280683,108.535964,227.696692,52.328001,137.384578,277.17224,130.489085,71.432718,39.171268,57.522499,130.376287,70.31888,68.992568,106.180458,89.799053,24.271957,62.136339,165.613296,89.189518,150.883813,56.585,97.46884,57.275775,44.790557,25.154909,90.211613,123.386915,248.067675,94.906333,64.562708,67.932601,122.826665,52.981765,113.643463,63.558469,131.041721,100.42961,129.677242,38.656399,67.031302,83.093906,63.589899,128.402456,268.49269,127.881665,161.434933,53.423823,82.10042,61.628082,87.607631,89.635107,134.399505,103.151891
